paper_id	catalog_title	preprint_title	publication_title	arxiv_id	arxiv_version	publication_doi	relation_status
P0513	Reasoning on Graphs: Faithful and Interpretable Large Language Model Reasoning	Reasoning on Graphs: Faithful and Interpretable Large Language Model Reasoning		2310.01061	2		no_publication_relation_verified
P0514	Mitigating Large Language Model Hallucinations via Autonomous Knowledge Graph-based Retrofitting	Mitigating Large Language Model Hallucinations via Autonomous Knowledge Graph-based Retrofitting		2311.13314	1		no_publication_relation_verified
P0515	Think-on-Graph: Deep and Responsible Reasoning of Large Language Model on Knowledge Graph	Think-on-Graph: Deep and Responsible Reasoning of Large Language Model on Knowledge Graph		2307.07697	6		no_publication_relation_verified
P0516	KnowGPT: Knowledge Graph based PrompTing for Large Language Models	KnowGPT: Knowledge Graph based Prompting for Large Language Models				10.52202/079017-0196	no_publication_relation_verified
P0517	Knowledge Graph-Enhanced Large Language Models via Path Selection	Knowledge Graph-Enhanced Large Language Models via Path Selection				10.18653/v1/2024.findings-acl.376	no_publication_relation_verified
P0518	LEGO-GraphRAG: Modularizing Graph-based Retrieval-Augmented Generation for Design Space Exploration	LEGO-GraphRAG: Modularizing Graph-based Retrieval-Augmented Generation for Design Space Exploration		2411.05844	3		no_publication_relation_verified
P0519	Think-on-Graph 2.0: Deep and Faithful Large Language Model Reasoning with Knowledge-guided Retrieval Augmented Generation	Think-on-Graph 2.0: Deep and Faithful Large Language Model Reasoning with Knowledge-guided Retrieval Augmented Generation		2407.10805	7		no_publication_relation_verified
P0520	Knowledge Graph-Guided Retrieval Augmented Generation	Knowledge Graph-Guided Retrieval Augmented Generation		2502.06864	1		no_publication_relation_verified
P0521	HybGRAG: Hybrid Retrieval-Augmented Generation on Textual and Relational Knowledge Bases	HybGRAG: Hybrid Retrieval-Augmented Generation on Textual and Relational Knowledge Bases		2412.16311	2		no_publication_relation_verified
P0522	Graph of Records: Boosting Retrieval Augmented Generation for Long-context Summarization with Graphs	Graph of Records: Boosting Retrieval Augmented Generation for Long-context Summarization with Graphs		2410.11001	2		no_publication_relation_verified
P0523	Codexgraph: Bridging large language models and code repositories via code graph databases	CodexGraph: Bridging Large Language Models and Code Repositories via Code Graph Databases		2408.03910	3		no_publication_relation_verified
P0524	StructuGraphRAG: Structured Document-Informed Knowledge Graphs for Retrieval-Augmented Generation	StructuGraphRAG: Structured Document-Informed Knowledge Graphs for Retrieval-Augmented Generation				10.1609/aaaiss.v4i1.31798	no_publication_relation_verified
P0525	G-Retriever: Retrieval-Augmented Generation for Textual Graph Understanding and Question Answering	G-Retriever: Retrieval-Augmented Generation for Textual Graph Understanding and Question Answering		2402.07630	3		no_publication_relation_verified
P0526	RD-P: A Trustworthy Retrieval-Augmented Prompter with Knowledge Graphs for LLMs	RD-P: A Trustworthy Retrieval-Augmented Prompter with Knowledge Graphs for LLMs				10.1145/3627673.3679659	no_publication_relation_verified
P0527	RuleRAG: Rule-Guided Retrieval-Augmented Generation with Language Models for Question Answering	RuleRAG: Rule-Guided Retrieval-Augmented Generation with Language Models for Question Answering		2410.22353	3		no_publication_relation_verified
P0528	LightRAG: Simple and Fast Retrieval-Augmented Generation	LightRAG: Simple and Fast Retrieval-Augmented Generation		2410.05779	3		no_publication_relation_verified
P0529	CG-RAG: Research Question Answering by Citation Graph Retrieval-Augmented LLMs	CG-RAG: Research Question Answering by Citation Graph Retrieval-Augmented LLMs		2501.15067	1		no_publication_relation_verified
P0530	Advanced RAG Models with Graph Structures: Optimizing Complex Knowledge Reasoning and Text Generation	Advanced RAG Models with Graph Structures: Optimizing Complex Knowledge Reasoning and Text Generation		2411.03572	1		no_publication_relation_verified
P0531	Knowledge Graph-Augmented Language Models for Knowledge-Grounded Dialogue Generation	Knowledge Graph-Augmented Language Models for Knowledge-Grounded Dialogue Generation		2305.18846	1		no_publication_relation_verified
P0532	Graph Chain-of-Thought: Augmenting Large Language Models by Reasoning on Graphs	Graph Chain-of-Thought: Augmenting Large Language Models by Reasoning on Graphs		2404.07103	3		no_publication_relation_verified
P0533	Generative Subgraph Retrieval for Knowledge Graph-Grounded Dialog Generation	Generative Subgraph Retrieval for Knowledge Graph-Grounded Dialog Generation		2410.09350	1		no_publication_relation_verified
P0534	Boosting Language Models Reasoning with Chain-of-Knowledge Prompting	Boosting Language Models Reasoning with Chain-of-Knowledge Prompting		2306.06427	3		no_publication_relation_verified
P0535	Call Me When Necessary: LLMs can Efficiently and Faithfully Reason over Structured Environments	Call Me When Necessary: LLMs can Efficiently and Faithfully Reason over Structured Environments		2403.08593	2		no_publication_relation_verified
P0536	Graph-constrained Reasoning: Faithful Reasoning on Knowledge Graphs with Large Language Models	Graph-constrained Reasoning: Faithful Reasoning on Knowledge Graphs with Large Language Models		2410.13080	2		no_publication_relation_verified
P0537	Large Language Models based Graph Convolution for Text-Attributed Networks?						no_publication_relation_verified
P0538	GraphGPT: Graph instruction tuning for large language models	GraphGPT: Graph Instruction Tuning for Large Language Models				10.1145/3626772.3657775	no_publication_relation_verified
P0539	Graph-oriented Instruction Tuning of Large Language Models for Generic Graph Mining	Graph-oriented Instruction Tuning of Large Language Models for Generic Graph Mining		2403.04780	3		no_publication_relation_verified
P0540	Structure pretraining and prompt tuning for knowledge graph transfer	Structure Pretraining and Prompt Tuning for Knowledge Graph Transfer				10.1145/3543507.3583301	no_publication_relation_verified
P0541	Llaga: Large language and graph assistant	LLaGA: Large Language and Graph Assistant			3		no_publication_relation_verified
P0542	Graph neural prompting with large language models	Graph Neural Prompting with Large Language Models				10.1609/aaai.v38i17.29875	no_publication_relation_verified
P0543	Rho: Reducing hallucination in open-domain dialogues with knowledge grounding	RHO: Reducing Hallucination in Open-domain Dialogues with Knowledge Grounding				10.18653/v1/2023.findings-acl.275	no_publication_relation_verified
P0544	Language is All a Graph Needs	Language is All a Graph Needs				10.18653/v1/2024.findings-eacl.132	no_publication_relation_verified
P0545	Different paths to the same destination: Diversifying LLMs generation for multi-hop open-domain question answering	Different paths to the same destination: Diversifying LLMs generation for multi-hop open-domain question answering				10.1016/j.knosys.2024.112789	no_publication_relation_verified
P0546	Chain-of-Knowledge: Grounding Large Language Models via Dynamic Knowledge Adapting over Heterogeneous Sources	Chain-of-Knowledge: Grounding Large Language Models via Dynamic Knowledge Adapting over Heterogeneous Sources			4		no_publication_relation_verified
P0547	Plan-and-Solve Prompting: Improving Zero-Shot Chain-of-Thought Reasoning by Large Language Models	Plan-and-Solve Prompting: Improving Zero-Shot Chain-of-Thought Reasoning by Large Language Models				10.18653/v1/2023.acl-long.147	no_publication_relation_verified
P0548	When Do Program-of-Thought Works for Reasoning?	When Do Program-of-Thought Works for Reasoning?				10.1609/aaai.v38i16.29721	no_publication_relation_verified
P0549	An Explanation of In-context Learning as Implicit Bayesian Inference	An Explanation of In-context Learning as Implicit Bayesian Inference			6		no_publication_relation_verified
P0550	KnowledGPT: Enhancing Large Language Models with Retrieval and Storage Access on Knowledge Bases	KnowledGPT: Enhancing Large Language Models with Retrieval and Storage Access on Knowledge Bases		2308.11761	1		no_publication_relation_verified
P0551	Plan-on-Graph: Self-Correcting Adaptive Planning of Large Language Model on Knowledge Graphs	Plan-on-Graph: Self-Correcting Adaptive Planning of Large Language Model on Knowledge Graphs		2410.23875	1		no_publication_relation_verified
P0552	Dual Reasoning: A GNN-LLM Collaborative Framework for Knowledge Graph Question Answering	Dual Reasoning: A GNN-LLM Collaborative Framework for Knowledge Graph Question Answering		2406.01145	2		no_publication_relation_verified
P0553	CogMG: Collaborative Augmentation Between Large Language Model and Knowledge Graph	CogMG: Collaborative Augmentation Between Large Language Model and Knowledge Graph				10.18653/v1/2024.acl-demos.35	no_publication_relation_verified
P0554	Retrieval-Augmented Generation with Graphs (GraphRAG)	Retrieval-Augmented Generation with Graphs (GraphRAG)		2501.00309	2		no_publication_relation_verified
P0555	Graph Retrieval-Augmented Generation: A Survey	Graph Retrieval-Augmented Generation: A Survey		2408.08921	2		no_publication_relation_verified
P0556	RAG and RAU: A Survey on Retrieval-Augmented Language Model in Natural Language Processing	RAG and RAU: A Survey on Retrieval-Augmented Language Model in Natural Language Processing		2404.19543	2		no_publication_relation_verified
P0557	Retrieval-Augmented Generation for AI-Generated Content: A Survey	Retrieval-Augmented Generation for AI-Generated Content: A Survey		2402.19473	6		no_publication_relation_verified
P0558	A Survey on Retrieval-Augmented Text Generation	A Survey on Retrieval-Augmented Text Generation		2202.01110	2		no_publication_relation_verified
P0559	Retrieval-Augmented Generation for Large Language Models: A Survey	Retrieval-Augmented Generation for Large Language Models: A Survey		2312.10997	5		no_publication_relation_verified
P0560	Corrective Retrieval Augmented Generation	Corrective Retrieval Augmented Generation	Corrective Retrieval Augmented Generation	2401.15884	3	10.2139/ssrn.5267341	verified_primary_version_map
P0561	Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection	Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection		2310.11511	1		no_publication_relation_verified
P0562	Atlas: Few-shot Learning with Retrieval Augmented Language Models	Atlas: Few-shot Learning with Retrieval Augmented Language Models		2208.03299	3		no_publication_relation_verified
P0563	Efficient Retrieval Augmented Generation from Unstructured Knowledge for Task-Oriented Dialog	Efficient Retrieval Augmented Generation from Unstructured Knowledge for Task-Oriented Dialog		2102.04643	1		no_publication_relation_verified
P0564	FeB4RAG: Evaluating Federated Search in the Context of Retrieval Augmented Generation	FeB4RAG: Evaluating Federated Search in the Context of Retrieval Augmented Generation		2402.11891	1		no_publication_relation_verified
P0565	FiD-Light: Efficient and Effective Retrieval-Augmented Text Generation	FiD-Light: Efficient and Effective Retrieval-Augmented Text Generation		2209.14290	1		no_publication_relation_verified
P0566	Improving the Domain Adaptation of Retrieval Augmented Generation (RAG) Models for Open Domain Question Answering	Improving the Domain Adaptation of Retrieval Augmented Generation (RAG) Models for Open Domain Question Answering				10.1162/tacl_a_00530	no_publication_relation_verified
P0567	In-Context Retrieval-Augmented Language Models	In-Context Retrieval-Augmented Language Models				10.1162/tacl_a_00605	no_publication_relation_verified
P0568	Learning to Filter Context for Retrieval-Augmented Generation	Learning to Filter Context for Retrieval-Augmented Generation		2311.08377	1		no_publication_relation_verified
P0569	When Not to Trust Language Models: Investigating Effectiveness of Parametric and Non-Parametric Memories	When Not to Trust Language Models: Investigating Effectiveness of Parametric and Non-Parametric Memories		2212.10511	4		no_publication_relation_verified
P0570	Check Your Facts and Try Again: Improving Large Language Models with External Knowledge and Automated Feedback	Check Your Facts and Try Again: Improving Large Language Models with External Knowledge and Automated Feedback		2302.12813	3		no_publication_relation_verified
P0571	RA-DIT: Retrieval-Augmented Dual Instruction Tuning	RA-DIT: Retrieval-Augmented Dual Instruction Tuning		2310.01352	4		no_publication_relation_verified
P0572	SAIL: Search-Augmented Instruction Learning	SAIL: Search-Augmented Instruction Learning		2305.15225	2		no_publication_relation_verified
P0573	Making Retrieval-Augmented Language Models Robust to Irrelevant Context	Making Retrieval-Augmented Language Models Robust to Irrelevant Context		2310.01558	2		no_publication_relation_verified
P0574	RECOMP: Improving Retrieval-Augmented LMs with Compression and Selective Augmentation	RECOMP: Improving Retrieval-Augmented LMs with Compression and Selective Augmentation		2310.04408	1		no_publication_relation_verified
P0575	End-to-End Training of Multi-Document Reader and Retriever for Open-Domain Question Answering	End-to-End Training of Multi-Document Reader and Retriever for Open-Domain Question Answering					no_publication_relation_verified
P0576	REPLUG: Retrieval-Augmented Black-Box Language Models	REPLUG: Retrieval-Augmented Black-Box Language Models		2301.12652	4		no_publication_relation_verified
P0577	Neural Argument Generation Augmented with Externally Retrieved Evidence	Neural Argument Generation Augmented with Externally Retrieved Evidence		1805.10254	1		no_publication_relation_verified
P0578	Active Retrieval Augmented Generation	Active Retrieval Augmented Generation		2305.06983	2		no_publication_relation_verified
P0579	Rethinking with Retrieval: Faithful Large Language Model Inference	Rethinking with Retrieval: Faithful Large Language Model Inference		2301.00303	1		no_publication_relation_verified
P0580	Demonstrate-Search-Predict: Composing retrieval and language models for knowledge-intensive NLP	Demonstrate-Search-Predict: Composing retrieval and language models for knowledge-intensive NLP		2212.14024	2		no_publication_relation_verified
P0581	Improving Language Models via Plug-and-Play Retrieval Feedback	Improving Language Models via Plug-and-Play Retrieval Feedback		2305.14002	1		no_publication_relation_verified
P0582	KAUCUS - Knowledgeable User Simulators for Training Large Language Models	KAUCUS - Knowledgeable User Simulators for Training Large Language Models				10.18653/v1/2024.scichat-1.5	no_publication_relation_verified
P0583	WikiChat: Stopping the Hallucination of Large Language Model Chatbots by Few-Shot Grounding on Wikipedia	WikiChat: Stopping the Hallucination of Large Language Model Chatbots by Few-Shot Grounding on Wikipedia		2305.14292	2		no_publication_relation_verified
P0584	Neuro-Symbolic Language Modeling with Automaton-augmented Retrieval	Neuro-Symbolic Language Modeling with Automaton-augmented Retrieval					no_publication_relation_verified
P0585	You can't pick your neighbors, or can you? When and how to rely on retrieval in the kNN-LM	You can't pick your neighbors, or can you? When and how to rely on retrieval in the $k$NN-LM		2210.15859	1		no_publication_relation_verified
P0586	Generation-Augmented Retrieval for Open-Domain Question Answering	Generation-Augmented Retrieval for Open-domain Question Answering		2009.08553	4		no_publication_relation_verified
P0587	Memory-assisted prompt editing to improve GPT-3 after deployment	Memory-assisted prompt editing to improve GPT-3 after deployment		2201.06009	7		no_publication_relation_verified
P0588	How to Train Your DRAGON: Diverse Augmentation Towards Generalizable Dense Retrieval	How to Train Your DRAGON: Diverse Augmentation Towards Generalizable Dense Retrieval		2302.07452	1		no_publication_relation_verified
P0589	WebGPT: Browser-assisted question-answering with human feedback	WebGPT: Browser-assisted question-answering with human feedback		2112.09332	3		no_publication_relation_verified
P0590	Internet-augmented language models through few-shot prompting for open-domain question answering	Internet-augmented language models through few-shot prompting for open-domain question answering		2203.05115	2		no_publication_relation_verified
P0591	Boosting search engines with interactive agents	Boosting Search Engines with Interactive Agents		2109.00527	3		no_publication_relation_verified
P0592	Off the beaten path: Let's replace term-based retrieval with k-NN search	Off the Beaten Path: Let's Replace Term-Based Retrieval with k-NN Search		1610.10001	1		no_publication_relation_verified
P0593	BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding	BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding		1810.04805	2		no_publication_relation_verified
P0594	RoBERTa: A Robustly Optimized BERT Pretraining Approach	RoBERTa: A Robustly Optimized BERT Pretraining Approach		1907.11692	1		no_publication_relation_verified
P0595	DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter	DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter		1910.01108	4		no_publication_relation_verified
P0596	Attention Is All You Need	Attention is All you Need					no_publication_relation_verified
P0597	Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer	Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer					no_publication_relation_verified
P0598	BART: Denoising Sequence-to-Sequence Pre-training for Natural Language Generation, Translation, and Comprehension	BART: Denoising Sequence-to-Sequence Pre-training for Natural Language Generation, Translation, and Comprehension		1910.13461	1		no_publication_relation_verified
P0599	Scaling Instruction-Finetuned Language Models	Scaling Instruction-Finetuned Language Models					no_publication_relation_verified
P0600	Training Language Models with Memory Augmentation	Training Language Models with Memory Augmentation		2205.12674	3		no_publication_relation_verified
P0601	Improving Neural Language Models with a Continuous Cache	Improving Neural Language Models with a Continuous Cache		1612.04426	1		no_publication_relation_verified
P0602	Lift Yourself Up: Retrieval-augmented Text Generation with Self-Memory	Lift Yourself Up: Retrieval-augmented Text Generation with Self-Memory				10.52202/075280-1899	no_publication_relation_verified
P0603	FEVER: a large-scale dataset for Fact Extraction and VERification	FEVER: a large-scale dataset for Fact Extraction and VERification		1803.05355	3		no_publication_relation_verified
P0604	Robust Retrieval Augmented Generation for Zero-shot Slot Filling	Robust Retrieval Augmented Generation for Zero-shot Slot Filling		2108.13934	2		no_publication_relation_verified
P0605	Retrieval-Enhanced Generative Model for Large-Scale Knowledge Graph Completion	Retrieval-Enhanced Generative Model for Large-Scale Knowledge Graph Completion				10.1145/3539618.3592052	no_publication_relation_verified
P0606	Learning to retrieve in-context examples for large language models	Learning to Retrieve In-Context Examples for Large Language Models		2307.07164	2		no_publication_relation_verified
P0607	Retrieval-augmented multilingual keyphrase generation with retriever-generator iterative training	Retrieval-Augmented Multilingual Keyphrase Generation with Retriever-Generator Iterative Training		2205.10471	2		no_publication_relation_verified
P0608	Enhancing Retrieval-Augmented Large Language Models with Iterative Retrieval-Generation Synergy	Enhancing Retrieval-Augmented Large Language Models with Iterative Retrieval-Generation Synergy		2305.15294	2		no_publication_relation_verified
P0609	DocPrompting: Generating Code by Retrieving the Docs	DocPrompting: Generating Code by Retrieving the Docs			3		no_publication_relation_verified
P0610	Retrieval-Based Prompt Selection for Code-Related Few-Shot Learning	Retrieval-Based Prompt Selection for Code-Related Few-Shot Learning				10.1109/icse48619.2023.00205	no_publication_relation_verified
P0611	InferFix: End-to-End Program Repair with LLMs	InferFix: End-to-End Program Repair with LLMs				10.1145/3611643.3613892	no_publication_relation_verified
P0612	Uni-Parser: Unified Semantic Parser for Question Answering on Knowledge Base and Database	Uni-Parser: Unified Semantic Parser for Question Answering on Knowledge Base and Database				10.18653/v1/2022.emnlp-main.605	no_publication_relation_verified
P0613	RNG-KBQA: Generation Augmented Iterative Ranking for Knowledge Base Question Answering	RNG-KBQA: Generation Augmented Iterative Ranking for Knowledge Base Question Answering				10.18653/v1/2022.acl-long.417	no_publication_relation_verified
P0614	End-to-End Case-Based Reasoning for Commonsense Knowledge Base Completion	End-to-end Case-Based Reasoning for Commonsense Knowledge Base Completion				10.18653/v1/2023.eacl-main.255	no_publication_relation_verified
P0615	Few-shot Transfer Learning for Knowledge Base Question Answering: Fusing Supervised Models with In-Context Learning	Few-shot Transfer Learning for Knowledge Base Question Answering: Fusing Supervised Models with In-Context Learning		2311.08894	3		no_publication_relation_verified
P0616	BashExplainer: Retrieval-Augmented Bash Code Comment Generation based on Fine-tuned CodeBERT	BashExplainer: Retrieval-Augmented Bash Code Comment Generation based on Fine-tuned CodeBERT				10.1109/icsme55016.2022.00016	no_publication_relation_verified
P0617	EditSum: A Retrieve-and-Edit Framework for Source Code Summarization	EditSum: A Retrieve-and-Edit Framework for Source Code Summarization				10.1109/ase51524.2021.9678724	no_publication_relation_verified
P0618	Retrieve and Refine: Exemplar-based Neural Comment Generation	Retrieve and Refine: Exemplar-based Neural Comment Generation		2010.04459	1		no_publication_relation_verified
P0619	RACE: Retrieval-augmented Commit Message Generation	RACE: Retrieval-augmented Commit Message Generation				10.18653/v1/2022.emnlp-main.372	no_publication_relation_verified
P0620	A Retrieve-and-Edit Framework for Predicting Structured Outputs	A Retrieve-and-Edit Framework for Predicting Structured Outputs					no_publication_relation_verified
P0621	DecAF: Joint Decoding of Answers and Logical Forms for Question Answering over Knowledge Bases	DecAF: Joint Decoding of Answers and Logical Forms for Question Answering over Knowledge Bases			2		no_publication_relation_verified
P0622	Bridging the KB-Text Gap: Leveraging Structured Knowledge-aware Pre-training for KBQA	Bridging the KB-Text Gap: Leveraging Structured Knowledge-aware Pre-training for KBQA				10.1145/3583780.3615150	no_publication_relation_verified
P0623	Knowledge-driven CoT: Exploring Faithful Reasoning in LLMs for Knowledge-intensive Question Answering	Knowledge-Driven CoT: Exploring Faithful Reasoning in LLMs for Knowledge-intensive Question Answering		2308.13259	2		no_publication_relation_verified
P0624	Memorizing Transformers	Memorizing Transformers			1		no_publication_relation_verified
P0625	Mention Memory: Incorporating Textual Knowledge into Transformers through Entity Mention Attention	Mention Memory: incorporating textual knowledge into Transformers through entity mention attention		2110.06176	2		no_publication_relation_verified
P0626	Unlimiformer: Long-Range Transformers with Unlimited Length Input	Unlimiformer: Long-Range Transformers with Unlimited Length Input		2305.01625	3		no_publication_relation_verified
P0627	Entities as Experts: Sparse Memory Access with Entity Supervision	Entities as Experts: Sparse Memory Access with Entity Supervision		2004.07202	2		no_publication_relation_verified
P0628	Syntax-Aware Retrieval Augmented Code Generation	Syntax-Aware Retrieval Augmented Code Generation				10.18653/v1/2023.findings-emnlp.90	no_publication_relation_verified
P0629	Retrieval-based Neural Source Code Summarization	Retrieval-based neural source code summarization				10.1145/3377811.3380383	no_publication_relation_verified
P0630	Nonparametric Masked Language Modeling	Nonparametric Masked Language Modeling		2212.01349	2		no_publication_relation_verified
P0631	REST: Retrieval-Based Speculative Decoding	REST: Retrieval-Based Speculative Decoding		2311.08252	2		no_publication_relation_verified
P0632	Copy Is All You Need	Copy Is All You Need		2307.06962	1		no_publication_relation_verified
P0633	Retrieval Is Accurate Generation	Retrieval is Accurate Generation		2402.17532	3		no_publication_relation_verified
P0634	Query2doc: Query Expansion with Large Language Models	Query2doc: Query Expansion with Large Language Models	Query2doc: Query Expansion with Large Language Models			10.18653/v1/2023.emnlp-main.585	verified_primary_version_map
P0635	Tree of Clarifications: Answering Ambiguous Questions with Retrieval-Augmented Large Language Models	Tree of Clarifications: Answering Ambiguous Questions with Retrieval-Augmented Large Language Models				10.18653/v1/2023.emnlp-main.63	no_publication_relation_verified
P0636	Precise Zero-Shot Dense Retrieval without Relevance Labels	Precise Zero-Shot Dense Retrieval without Relevance Labels				10.18653/v1/2023.acl-long.99	no_publication_relation_verified
P0637	LESS: Selecting Influential Data for Targeted Instruction Tuning	LESS: Selecting Influential Data for Targeted Instruction Tuning		2402.04333	3		no_publication_relation_verified
P0638	Query Expansion by Prompting Large Language Models	Query Expansion by Prompting Large Language Models		2305.03653	1		no_publication_relation_verified
P0639	RAT: Retrieval Augmented Thoughts Elicit Context-Aware Reasoning in Long-Horizon Generation	RAT: Retrieval Augmented Thoughts Elicit Context-Aware Reasoning in Long-Horizon Generation		2403.05313	1		no_publication_relation_verified
P0640	ReAct: Synergizing Reasoning and Acting in Language Models	ReAct: Synergizing Reasoning and Acting in Language Models		2210.03629	3		no_publication_relation_verified
P0641	Chain-of-Thought Prompting Elicits Reasoning in Large Language Models	Chain-of-Thought Prompting Elicits Reasoning in Large Language Models		2201.11903	6		no_publication_relation_verified
P0642	Large Language Models Know Your Contextual Search Intent: A Prompting Framework for Conversational Search	Large Language Models Know Your Contextual Search Intent: A Prompting Framework for Conversational Search				10.18653/v1/2023.findings-emnlp.86	no_publication_relation_verified
P0643	ThinkNote: Enhancing Knowledge Integration and Utilization of Large Language Models via Constructivist Cognition Modeling	ThinkNote: Enhancing Knowledge Integration and Utilization of Large Language Models via Constructivist Cognition Modeling		2402.13547	4		no_publication_relation_verified
P0644	In Search of Needles in a 11M Haystack: Recurrent Memory Finds What LLMs Miss	In Search of Needles in a 11M Haystack: Recurrent Memory Finds What LLMs Miss		2402.10790	2		no_publication_relation_verified
P0645	Lost in the Middle: How Language Models Use Long Contexts	Lost in the Middle: How Language Models Use Long Contexts	Lost in the Middle: How Language Models Use Long Contexts	2307.03172	3	10.1162/tacl_a_00638	verified_primary_version_map
P0646	C-Pack: Packed Resources For General Chinese Embeddings	C-Pack: Packed Resources For General Chinese Embeddings		2309.07597	5		no_publication_relation_verified
P0647	M3-Embedding: Multi-Linguality, Multi-Functionality, Multi-Granularity Text Embeddings Through Self-Knowledge Distillation	M3-Embedding: Multi-Linguality, Multi-Functionality, Multi-Granularity Text Embeddings Through Self-Knowledge Distillation	M3-Embedding: Multi-Linguality, Multi-Functionality, Multi-Granularity Text Embeddings Through Self-Knowledge Distillation	2402.03216	5	10.18653/v1/2024.findings-acl.137	verified_primary_version_map
P0648	LM-Cocktail: Resilient Tuning of Language Models via Model Merging	LM-Cocktail: Resilient Tuning of Language Models via Model Merging		2311.13534	4		no_publication_relation_verified
P0649	A Multi-Task Embedder For Retrieval Augmented LLMs	A Multi-Task Embedder For Retrieval Augmented LLMs		2310.07554	3		no_publication_relation_verified
P0650	When Language Model Meets Private Library	When Language Model Meets Private Library				10.18653/v1/2022.findings-emnlp.21	no_publication_relation_verified
P0651	Synchromesh: Reliable Code Generation from Pre-trained Language Models	Synchromesh: Reliable code generation from pre-trained language models			1		no_publication_relation_verified
P0652	Reinforcement Learning for Optimizing RAG for Domain Chatbots	Reinforcement Learning for Optimizing RAG for Domain Chatbots		2401.06800	1		no_publication_relation_verified
P0653	RAP-Gen: Retrieval-Augmented Patch Generation with CodeT5 for Automatic Program Repair	RAP-Gen: Retrieval-Augmented Patch Generation with CodeT5 for Automatic Program Repair				10.1145/3611643.3616256	no_publication_relation_verified
P0654	Retrieval Augmented Generation with Rich Answer Encoding	Retrieval Augmented Generation with Rich Answer Encoding				10.18653/v1/2023.ijcnlp-main.65	no_publication_relation_verified
P0655	UniMS-RAG: A Unified Multi-source Retrieval-Augmented Generation for Personalized Dialogue Systems	UniMS-RAG: A Unified Multi-source Retrieval-Augmented Generation for Personalized Dialogue Systems		2401.13256	3		no_publication_relation_verified
P0656	Re2G: Retrieve, Rerank, Generate	Re2G: Retrieve, Rerank, Generate				10.18653/v1/2022.naacl-main.194	no_publication_relation_verified
P0657	AceCoder: Utilizing Existing Code to Enhance Code Generation	AceCoder: Utilizing Existing Code to Enhance Code Generation		2303.17780	3		no_publication_relation_verified
P0658	XRICL: Cross-lingual Retrieval-Augmented In-Context Learning for Cross-lingual Text-to-SQL Semantic Parsing	XRICL: Cross-lingual Retrieval-Augmented In-Context Learning for Cross-lingual Text-to-SQL Semantic Parsing				10.18653/v1/2022.findings-emnlp.384	no_publication_relation_verified
P0659	A Fine-tuning Enhanced RAG System with Quantized Influence Measure as AI Judge	A Fine-tuning Enhanced RAG System with Quantized Influence Measure as AI Judge		2402.17081	1		no_publication_relation_verified
P0660	UDAPDR: Unsupervised Domain Adaptation via LLM Prompting and Distillation of Rerankers	UDAPDR: Unsupervised Domain Adaptation via LLM Prompting and Distillation of Rerankers		2303.00807	3		no_publication_relation_verified
P0661	GAR-meets-RAG Paradigm for Zero-Shot Information Retrieval	GAR-meets-RAG Paradigm for Zero-Shot Information Retrieval		2310.20158	1		no_publication_relation_verified
P0662	Generate rather than Retrieve: Large Language Models are Strong Context Generators	Generate rather than Retrieve: Large Language Models are Strong Context Generators		2209.10063	3		no_publication_relation_verified
P0663	Generator-Retriever-Generator Approach for Open-Domain Question Answering	Generator-Retriever-Generator Approach for Open-Domain Question Answering		2307.11278	3		no_publication_relation_verified
P0664	Take a Step Back: Evoking Reasoning via Abstraction in Large Language Models	Take a Step Back: Evoking Reasoning via Abstraction in Large Language Models		2310.06117	2		no_publication_relation_verified
P0665	Active Prompting with Chain-of-Thought for Large Language Models	Active Prompting with Chain-of-Thought for Large Language Models		2302.12246	5		no_publication_relation_verified
P0666	LLMLingua: Compressing Prompts for Accelerated Inference of Large Language Models	LLMLingua: Compressing Prompts for Accelerated Inference of Large Language Models				10.18653/v1/2023.emnlp-main.825	no_publication_relation_verified
P0667	Automatic Semantic Augmentation of Language Model Prompts (for Code Summarization)	Automatic Semantic Augmentation of Language Model Prompts (for Code Summarization)		2304.06815	3		no_publication_relation_verified
P0668	CodeGen: An Open Large Language Model for Code with Multi-Turn Program Synthesis	CodeGen: An Open Large Language Model for Code with Multi-Turn Program Synthesis		2203.13474	5		no_publication_relation_verified
P0669	LoRA: Low-Rank Adaptation of Large Language Models	LoRA: Low-Rank Adaptation of Large Language Models		2106.09685	2		no_publication_relation_verified
P0670	Automated Code Editing with Search-Generate-Modify	Automated Code Editing with Search-Generate-Modify		2306.06490	2		no_publication_relation_verified
P0671	Repair Is Nearly Generation: Multilingual Program Repair with LLMs	Repair Is Nearly Generation: Multilingual Program Repair with LLMs				10.1609/aaai.v37i4.25642	no_publication_relation_verified
P0672	Case-based Reasoning for Natural Language Queries over Knowledge Bases	Case-based Reasoning for Natural Language Queries over Knowledge Bases				10.18653/v1/2021.emnlp-main.755	no_publication_relation_verified
