paper_id	title	topic_code	scope	verification_status	canonical_url	arxiv_id	doi	acl_id	arxiv_id_year	authors	venue	publication_year	metadata_source_url	discovery_sources	source_rows	link_check_date	link_check_note
P0427	Assisting developers of big data analytics applications when deploying on hadoop clouds	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/6606586								https://ieeexplore.ieee.org/document/6606586	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0427""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0428	Online system problem detection by mining patterns of console logs	LOG_NLP	direct_AIOps_log_observability	pdf_readable_title_pending	https://people.eecs.berkeley.edu/~jordan/papers/xu-etal-icdm09.pdf								https://people.eecs.berkeley.edu/~jordan/papers/xu-etal-icdm09.pdf	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0428""]"	2026-09-12	PDF readable; title pending comparison
P0429	Experience report: Log-based behavioral differencing	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/8109094								https://ieeexplore.ieee.org/document/8109094	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0429""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0430	Anomaly detection using program control flow graph mining from execution logs	LOG_NLP	direct_AIOps_log_observability	pdf_readable_title_pending	https://www.kdd.org/kdd2016/papers/files/adf1233-nandiA.pdf								https://www.kdd.org/kdd2016/papers/files/adf1233-nandiA.pdf	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0430""]"	2026-09-12	PDF readable; title pending comparison
P0431	Execution Anomaly Detection in Distributed Systems through Unstructured Log Analysis	LOG_NLP	direct_AIOps_log_observability	pdf_readable_title_pending	https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/DM790-CR.pdf								https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/DM790-CR.pdf	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0431""]"	2026-09-12	PDF readable; title pending comparison
P0432	Cloudseer: Workflow monitoring of cloud infrastructures via interleaved logs	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://people.engr.ncsu.edu/gjin2/asplos-2016-cloudseer.pdf								https://people.engr.ncsu.edu/gjin2/asplos-2016-cloudseer.pdf	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0432""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0433	Dynamic syslog mining for network failure monitoring	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/1081870.1081927		10.1145/1081870.1081927						https://doi.org/10.1145/1081870.1081927	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0433""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0434	Experience report: System log analysis for anomaly detection	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/7774521/								https://ieeexplore.ieee.org/document/7774521/	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0434""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0435	Robust log-based anomaly detection on unstable log data	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3338906.3338931		10.1145/3338906.3338931						https://doi.org/10.1145/3338906.3338931	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0435""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0437	Semantic-aware Representation Framework for Online Log Analysis	LOG_NLP	direct_AIOps_log_observability	pdf_readable_title_pending	https://nkcs.iops.ai/wp-content/uploads/2020/05/paper-ICCCN20-Log2Vec.pdf								https://nkcs.iops.ai/wp-content/uploads/2020/05/paper-ICCCN20-Log2Vec.pdf	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0437""]"	2026-09-12	PDF readable; title pending comparison
P0438	An Intelligent Anomaly Detection Scheme for Micro-services Architectures with Temporal and Spatial Data Analysis	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/8957683								https://ieeexplore.ieee.org/document/8957683	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0438""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0439	LogGAN: a Log-level Generative Adversarial Network for Anomaly Detection using Permutation Event Modeling	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1007/s10796-020-10026-3		10.1007/s10796-020-10026-3						https://doi.org/10.1007/s10796-020-10026-3	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0439""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0440	Detecting anomaly in big data system logs using convolutional neural network	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/8511880								https://ieeexplore.ieee.org/document/8511880	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0440""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0441	Recurrent Neural Network Attention Mechanisms for Interpretable System Log Anomaly Detection	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3217871.3217872		10.1145/3217871.3217872						https://doi.org/10.1145/3217871.3217872	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0441""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0442	PreFix: Switch failure prediction in datacenter networks	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3179405		10.1145/3179405						https://doi.org/10.1145/3179405	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0442""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0443	Desh: deep learning for system health prediction of lead times to failure in HPC	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3208040.3208051		10.1145/3208040.3208051						https://doi.org/10.1145/3208040.3208051	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0443""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0444	Critical event prediction for proactive management in large-scale computer clusters	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/956750.956799		10.1145/956750.956799						https://doi.org/10.1145/956750.956799	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0444""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0445	Aarohi: Making real-time node failure prediction feasible	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1109/IPDPS47924.2020.00115		10.1109/ipdps47924.2020.00115						https://doi.org/10.1109/IPDPS47924.2020.00115	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0445""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0446	Data Mining-Based Analysis of HPC Center Operations	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1109/CLUSTER.2017.23		10.1109/cluster.2017.23						https://doi.org/10.1109/CLUSTER.2017.23	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0446""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0447	Exploring void search for fault detection on extreme scale systems	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1109/CLUSTER.2014.6968757		10.1109/cluster.2014.6968757						https://doi.org/10.1109/CLUSTER.2014.6968757	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0447""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0448	Predicting Node failure in cloud service systems	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3236024.3236060		10.1145/3236024.3236060						https://doi.org/10.1145/3236024.3236060	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0448""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0449	An empirical study on leveraging logs for debugging production failures	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1109/ICSE-Companion.2019.00055		10.1109/icse-companion.2019.00055						https://doi.org/10.1109/ICSE-Companion.2019.00055	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0449""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0450	SherLog: error diagnosis by connecting clues from run-time logs	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://opera.ucsd.edu/paper/asplos10-sherlog.pdf								https://opera.ucsd.edu/paper/asplos10-sherlog.pdf	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0450""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0451	AVA: automated interpretation of dynamically detected anomalies	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/1572272.1572300		10.1145/1572272.1572300						https://doi.org/10.1145/1572272.1572300	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0451""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0454	Logsed: Anomaly diagnosis through mining time-weighted control flow graph in logs	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/8030620								https://ieeexplore.ieee.org/document/8030620	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0454""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0455	CloudRaid: hunting concurrency bugs in the cloud via log-mining	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3236024.3236071		10.1145/3236024.3236071						https://doi.org/10.1145/3236024.3236071	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0455""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0457	Comprehending performance from real-world execution traces: A device-driver case	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/2644865.2541968		10.1145/2644865.2541968						https://doi.org/10.1145/2644865.2541968	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0457""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0458	Log-based abnormal task detection and root cause analysis for spark	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/8029786								https://ieeexplore.ieee.org/document/8029786	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0458""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0459	Insights into the diagnosis of system failures from cluster message logs	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/7371970								https://ieeexplore.ieee.org/document/7371970	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0459""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0460	Diagnosing the root-causes of failures from cluster log files	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/5713159								https://ieeexplore.ieee.org/document/5713159	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0460""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0461	SCMiner: localizing system-level concurrency faults from large system call traces	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/8952396								https://ieeexplore.ieee.org/document/8952396	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0461""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0462	Structured comparative analysis of systems logs to diagnose performance problems	LOG_NLP	direct_AIOps_log_observability	pdf_readable_title_pending	https://www.usenix.org/system/files/conference/nsdi12/nsdi12-final61.pdf								https://www.usenix.org/system/files/conference/nsdi12/nsdi12-final61.pdf	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0462""]"	2026-09-12	PDF readable; title pending comparison
P0463	What causes my test alarm? Automatic cause analysis for test alarms in system and integration testing	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1109/ICSE.2017.71		10.1109/icse.2017.71						https://doi.org/10.1109/ICSE.2017.71	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0463""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0464	Root-Cause Diagnosis Using Logs Generated by User Actions	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/8647957								https://ieeexplore.ieee.org/document/8647957	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0464""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0466	An Approach to Cloud Execution Failure Diagnosis Based on Exception Logs in OpenStack	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/8814553								https://ieeexplore.ieee.org/document/8814553	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0466""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0467	Understanding customer problem troubleshooting from storage system logs	LOG_NLP	direct_AIOps_log_observability	pdf_readable_title_pending	https://www.usenix.org/legacy/events/fast09/tech/full_papers/jiang/jiang.pdf								https://www.usenix.org/legacy/events/fast09/tech/full_papers/jiang/jiang.pdf	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0467""]"	2026-09-12	PDF readable; title pending comparison
P0468	Reading between the lines of failure logs: Understanding how HPC systems fail	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/6575356								https://ieeexplore.ieee.org/document/6575356	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0468""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0469	What logs should you look at when an application fails? insights from an industrial case study	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/6903626								https://ieeexplore.ieee.org/document/6903626	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0469""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0489	Context-Aware Fine-Grained Graph RAG for Query-Focused Summarization	GRAPH_RAG	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3746252.3760935		10.1145/3746252.3760935						https://doi.org/10.1145/3746252.3760935	"[""https://github.com/DEEP-PolyU/Awesome-GraphRAG/blob/main/README.md""]"	"[""R0489""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0500	Retrieval-augmented generation with knowledge graphs for customer service question answering	GRAPH_RAG	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3626772.3661370		10.1145/3626772.3661370						https://doi.org/10.1145/3626772.3661370	"[""https://github.com/DEEP-PolyU/Awesome-GraphRAG/blob/main/README.md""]"	"[""R0500""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0503	AutoKG: Efficient automated knowledge graph generation for language models	GRAPH_RAG	methodological_IR_RAG_QA	blocked_or_unreadable	https://ieeexplore.ieee.org/document/10386454								https://ieeexplore.ieee.org/document/10386454	"[""https://github.com/DEEP-PolyU/Awesome-GraphRAG/blob/main/README.md""]"	"[""R0503""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0505	Answering complex questions by joining multi-document evidence with quasi knowledge graphs	GRAPH_RAG	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3331184.3331252		10.1145/3331184.3331252						https://doi.org/10.1145/3331184.3331252	"[""https://github.com/DEEP-PolyU/Awesome-GraphRAG/blob/main/README.md""]"	"[""R0505""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0516	KnowGPT: Knowledge Graph based PrompTing for Large Language Models	GRAPH_RAG	methodological_IR_RAG_QA	blocked_or_unreadable	https://openreview.net/forum?id=PacBluO5m7								https://openreview.net/forum?id=PacBluO5m7	"[""https://github.com/DEEP-PolyU/Awesome-GraphRAG/blob/main/README.md""]"	"[""R0516""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0526	RD-P: A Trustworthy Retrieval-Augmented Prompter with Knowledge Graphs for LLMs	GRAPH_RAG	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3627673.3679659		10.1145/3627673.3679659						https://doi.org/10.1145/3627673.3679659	"[""https://github.com/DEEP-PolyU/Awesome-GraphRAG/blob/main/README.md""]"	"[""R0526""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0537	Large Language Models based Graph Convolution for Text-Attributed Networks?	GRAPH_RAG	methodological_IR_RAG_QA	blocked_or_unreadable	https://openreview.net/forum?id=x5FfUvsLIE								https://openreview.net/forum?id=x5FfUvsLIE	"[""https://github.com/DEEP-PolyU/Awesome-GraphRAG/blob/main/README.md""]"	"[""R0538""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0538	GraphGPT: Graph instruction tuning for large language models	GRAPH_RAG	adjacent_method_transfer	blocked_or_unreadable	https://doi.org/10.1145/3626772.3657775		10.1145/3626772.3657775						https://doi.org/10.1145/3626772.3657775	"[""https://github.com/DEEP-PolyU/Awesome-GraphRAG/blob/main/README.md""]"	"[""R0539""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0540	Structure pretraining and prompt tuning for knowledge graph transfer	GRAPH_RAG	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3543507.3583301		10.1145/3543507.3583301						https://doi.org/10.1145/3543507.3583301	"[""https://github.com/DEEP-PolyU/Awesome-GraphRAG/blob/main/README.md""]"	"[""R0541""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0541	Llaga: Large language and graph assistant	GRAPH_RAG	methodological_IR_RAG_QA	blocked_or_unreadable	https://openreview.net/forum?id=B48Pzc4oKi								https://openreview.net/forum?id=B48Pzc4oKi	"[""https://github.com/DEEP-PolyU/Awesome-GraphRAG/blob/main/README.md""]"	"[""R0542""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0545	Different paths to the same destination: Diversifying LLMs generation for multi-hop open-domain question answering	GRAPH_RAG	methodological_IR_RAG_QA	blocked_or_unreadable	https://www.sciencedirect.com/science/article/abs/pii/S0950705124014230								https://www.sciencedirect.com/science/article/abs/pii/S0950705124014230	"[""https://github.com/DEEP-PolyU/Awesome-GraphRAG/blob/main/README.md""]"	"[""R0546""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0546	Chain-of-Knowledge: Grounding Large Language Models via Dynamic Knowledge Adapting over Heterogeneous Sources	GRAPH_RAG	methodological_IR_RAG_QA	blocked_or_unreadable	https://openreview.net/forum?id=cPgh4gWZlz								https://openreview.net/forum?id=cPgh4gWZlz	"[""https://github.com/DEEP-PolyU/Awesome-GraphRAG/blob/main/README.md""]"	"[""R0547""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0549	An Explanation of In-context Learning as Implicit Bayesian Inference	GRAPH_RAG	methodological_IR_RAG_QA	blocked_or_unreadable	https://openreview.net/forum?id=RdJVFCHjUMI								https://openreview.net/forum?id=RdJVFCHjUMI	"[""https://github.com/DEEP-PolyU/Awesome-GraphRAG/blob/main/README.md""]"	"[""R0550""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0566	Improving the Domain Adaptation of Retrieval Augmented Generation (RAG) Models for Open Domain Question Answering	RAG_QA	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1162/tacl_a_00530		10.1162/tacl_a_00530						https://doi.org/10.1162/tacl_a_00530	"[""https://github.com/2471023025/RALM_Survey/blob/main/README.md""]"	"[""R0567""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0567	In-Context Retrieval-Augmented Language Models	RAG_QA	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1162/tacl_a_00605		10.1162/tacl_a_00605						https://doi.org/10.1162/tacl_a_00605	"[""https://github.com/2471023025/RALM_Survey/blob/main/README.md""]"	"[""R0568""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0575	End-to-End Training of Multi-Document Reader and Retriever for Open-Domain Question Answering	RAG_QA	methodological_IR_RAG_QA	pdf_readable_title_pending	https://proceedings.neurips.cc/paper_files/paper/2021/file/da3fde159d754a2555eaa198d2d105b2-Paper.pdf								https://proceedings.neurips.cc/paper_files/paper/2021/file/da3fde159d754a2555eaa198d2d105b2-Paper.pdf	"[""https://github.com/2471023025/RALM_Survey/blob/main/README.md""]"	"[""R0576""]"	2026-09-12	PDF readable; title pending comparison
P0597	Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer	RAG_QA	adjacent_method_transfer	pdf_readable_title_pending	https://www.jmlr.org/papers/volume21/20-074/20-074.pdf								https://www.jmlr.org/papers/volume21/20-074/20-074.pdf	"[""https://github.com/2471023025/RALM_Survey/blob/main/README.md""]"	"[""R0598""]"	2026-09-12	PDF readable; title pending comparison
P0599	Scaling Instruction-Finetuned Language Models	RAG_QA	methodological_IR_RAG_QA	pdf_readable_title_pending	https://www.jmlr.org/papers/volume25/23-0870/23-0870.pdf								https://www.jmlr.org/papers/volume25/23-0870/23-0870.pdf	"[""https://github.com/2471023025/RALM_Survey/blob/main/README.md""]"	"[""R0600""]"	2026-09-12	PDF readable; title pending comparison
P0602	Lift Yourself Up: Retrieval-augmented Text Generation with Self-Memory	RAG_QA	methodological_IR_RAG_QA	pdf_readable_title_pending	https://proceedings.neurips.cc/paper_files/paper/2023/file/887262aeb3eafb01ef0fd0e3a87a8831-Paper-Conference.pdf								https://proceedings.neurips.cc/paper_files/paper/2023/file/887262aeb3eafb01ef0fd0e3a87a8831-Paper-Conference.pdf	"[""https://github.com/2471023025/RALM_Survey/blob/main/README.md""]"	"[""R0603""]"	2026-09-12	PDF readable; title pending comparison
P0605	Retrieval-Enhanced Generative Model for Large-Scale Knowledge Graph Completion	RAG_QA	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3539618.3592052		10.1145/3539618.3592052						https://doi.org/10.1145/3539618.3592052	"[""https://github.com/2471023025/RALM_Survey/blob/main/README.md""]"	"[""R0606""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0609	DocPrompting: Generating Code by Retrieving the Docs	RAG_QA	methodological_IR_RAG_QA	blocked_or_unreadable	https://openreview.net/forum?id=ZTCxT2t2Ru								https://openreview.net/forum?id=ZTCxT2t2Ru	"[""https://github.com/PKU-DAIR/RAG-Survey/blob/main/README.md""]"	"[""R0610""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0610	Retrieval-Based Prompt Selection for Code-Related Few-Shot Learning	RAG_QA	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1109/ICSE48619.2023.00205		10.1109/icse48619.2023.00205						https://doi.org/10.1109/ICSE48619.2023.00205	"[""https://github.com/PKU-DAIR/RAG-Survey/blob/main/README.md""]"	"[""R0611""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0611	InferFix: End-to-End Program Repair with LLMs	RAG_QA	adjacent_method_transfer	blocked_or_unreadable	https://doi.org/10.1145/3611643.3613892		10.1145/3611643.3613892						https://doi.org/10.1145/3611643.3613892	"[""https://github.com/PKU-DAIR/RAG-Survey/blob/main/README.md""]"	"[""R0612""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0616	BashExplainer: Retrieval-Augmented Bash Code Comment Generation based on Fine-tuned CodeBERT	RAG_QA	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1109/ICSME55016.2022.00016		10.1109/icsme55016.2022.00016						https://doi.org/10.1109/ICSME55016.2022.00016	"[""https://github.com/PKU-DAIR/RAG-Survey/blob/main/README.md""]"	"[""R0617""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0617	EditSum: A Retrieve-and-Edit Framework for Source Code Summarization	RAG_QA	adjacent_method_transfer	blocked_or_unreadable	https://doi.org/10.1109/ASE51524.2021.9678724		10.1109/ase51524.2021.9678724						https://doi.org/10.1109/ASE51524.2021.9678724	"[""https://github.com/PKU-DAIR/RAG-Survey/blob/main/README.md""]"	"[""R0618""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0621	DecAF: Joint Decoding of Answers and Logical Forms for Question Answering over Knowledge Bases	RAG_QA	methodological_IR_RAG_QA	blocked_or_unreadable	https://openreview.net/forum?id=XHc5zRPxqV9								https://openreview.net/forum?id=XHc5zRPxqV9	"[""https://github.com/PKU-DAIR/RAG-Survey/blob/main/README.md""]"	"[""R0622""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0622	Bridging the KB-Text Gap: Leveraging Structured Knowledge-aware Pre-training for KBQA	RAG_QA	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3583780.3615150		10.1145/3583780.3615150						https://doi.org/10.1145/3583780.3615150	"[""https://github.com/PKU-DAIR/RAG-Survey/blob/main/README.md""]"	"[""R0623""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0624	Memorizing Transformers	RAG_QA	adjacent_method_transfer	blocked_or_unreadable	https://openreview.net/forum?id=TrjbxzRcnf-								https://openreview.net/forum?id=TrjbxzRcnf-	"[""https://github.com/PKU-DAIR/RAG-Survey/blob/main/README.md""]"	"[""R0625""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0629	Retrieval-based Neural Source Code Summarization	RAG_QA	adjacent_method_transfer	blocked_or_unreadable	https://doi.org/10.1145/3377811.3380383		10.1145/3377811.3380383						https://doi.org/10.1145/3377811.3380383	"[""https://github.com/PKU-DAIR/RAG-Survey/blob/main/README.md""]"	"[""R0630""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0635	Tree of Clarifications: Answering Ambiguous Questions with Retrieval-Augmented Large Language Models	RAG_QA	methodological_IR_RAG_QA	blocked_or_unreadable	https://openreview.net/forum?id=vDvFT7IX4O								https://openreview.net/forum?id=vDvFT7IX4O	"[""https://github.com/PKU-DAIR/RAG-Survey/blob/main/README.md""]"	"[""R0636""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0651	Synchromesh: Reliable Code Generation from Pre-trained Language Models	RAG_QA	adjacent_method_transfer	blocked_or_unreadable	https://openreview.net/forum?id=KmtVD97J43e								https://openreview.net/forum?id=KmtVD97J43e	"[""https://github.com/PKU-DAIR/RAG-Survey/blob/main/README.md""]"	"[""R0653""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0653	RAP-Gen: Retrieval-Augmented Patch Generation with CodeT5 for Automatic Program Repair	RAG_QA	adjacent_method_transfer	blocked_or_unreadable	https://doi.org/10.1145/3611643.3616256		10.1145/3611643.3616256						https://doi.org/10.1145/3611643.3616256	"[""https://github.com/PKU-DAIR/RAG-Survey/blob/main/README.md""]"	"[""R0655""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
