source_row	final_paper_id	original_title	input_url	observed_title
R0522	P0522	Graph of Records: Boosting Retrieval Augmented Generation for Long-context Summarization with Graphs	https://arxiv.org/abs/2410.11001	Graph of Records: Boosting Retrieval Augmented Generation for Long-context Summarization with Graphs
R0523	P0523	Codexgraph: Bridging large language models and code repositories via code graph databases	https://arxiv.org/abs/2408.03910	Codexgraph: Bridging large language models and code repositories via code graph databases
R0524	P0524	StructuGraphRAG: Structured Document-Informed Knowledge Graphs for Retrieval-Augmented Generation	https://ojs.aaai.org/index.php/AAAI-SS/article/view/31798	StructuGraphRAG: Structured Document-Informed Knowledge Graphs for Retrieval-Augmented Generation
R0525	P0525	G-Retriever: Retrieval-Augmented Generation for Textual Graph Understanding and Question Answering	https://arxiv.org/abs/2402.07630	G-Retriever: Retrieval-Augmented Generation for Textual Graph Understanding and Question Answering
R0526	P0526	RD-P: A Trustworthy Retrieval-Augmented Prompter with Knowledge Graphs for LLMs	https://doi.org/10.1145/3627673.3679659	RD-P: A Trustworthy Retrieval-Augmented Prompter with Knowledge Graphs for LLMs
R0527	P0527	RuleRAG: Rule-Guided Retrieval-Augmented Generation with Language Models for Question Answering	https://arxiv.org/abs/2410.22353	RuleRAG: Rule-Guided Retrieval-Augmented Generation with Language Models for Question Answering
R0528	EXCLUDED	RiTeK: A Dataset for Large Language Models Complex Reasoning over Textual Knowledge Graphs	https://arxiv.org/abs/2410.13987	RiTeK: A Dataset for Large Language Models Complex Reasoning over Textual Knowledge Graphs in Medicine
R0529	P0528	LightRAG: Simple and Fast Retrieval-Augmented Generation	https://arxiv.org/abs/2410.05779	LightRAG: Simple and Fast Retrieval-Augmented Generation
R0530	P0529	CG-RAG: Research Question Answering by Citation Graph Retrieval-Augmented LLMs	https://arxiv.org/abs/2501.15067	CG-RAG: Research Question Answering by Citation Graph Retrieval-Augmented LLMs
R0531	P0530	Advanced RAG Models with Graph Structures: Optimizing Complex Knowledge Reasoning and Text Generation	https://arxiv.org/abs/2411.03572	Advanced RAG Models with Graph Structures: Optimizing Complex Knowledge Reasoning and Text Generation
R0532	P0531	Knowledge Graph-Augmented Language Models for Knowledge-Grounded Dialogue Generation	https://arxiv.org/abs/2305.18846	Knowledge Graph-Augmented Language Models for Knowledge-Grounded Dialogue Generation
R0533	P0532	Graph Chain-of-Thought: Augmenting Large Language Models by Reasoning on Graphs	https://arxiv.org/abs/2404.07103	Graph Chain-of-Thought: Augmenting Large Language Models by Reasoning on Graphs
R0534	P0533	Generative Subgraph Retrieval for Knowledge Graph-Grounded Dialog Generation	https://arxiv.org/abs/2410.09350	Generative Subgraph Retrieval for Knowledge Graph-Grounded Dialog Generation
R0535	P0534	Boosting Language Models Reasoning with Chain-of-Knowledge Prompting	https://arxiv.org/abs/2306.06427	Boosting Language Models Reasoning with Chain-of-Knowledge Prompting
R0536	P0535	Call Me When Necessary: LLMs can Efficiently and Faithfully Reason over Structured Environments	https://arxiv.org/abs/2403.08593	Call Me When Necessary: LLMs can Efficiently and Faithfully Reason over Structured Environments
R0537	P0536	Graph-constrained Reasoning: Faithful Reasoning on Knowledge Graphs with Large Language Models	https://arxiv.org/abs/2410.13080	Graph-constrained Reasoning: Faithful Reasoning on Knowledge Graphs with Large Language Models
R0538	P0537	Large Language Models based Graph Convolution for Text-Attributed Networks?	https://openreview.net/forum?id=x5FfUvsLIE	Large Language Models based Graph Convolution for Text-Attributed Networks?
R0539	P0538	GraphGPT: Graph instruction tuning for large language models	https://doi.org/10.1145/3626772.3657775	GraphGPT: Graph instruction tuning for large language models
R0540	P0539	MuseGraph: Graph-oriented Instruction Tuning of Large Language Models for Generic Graph Mining	https://arxiv.org/abs/2403.04780	Graph-oriented Instruction Tuning of Large Language Models for Generic Graph Mining
R0541	P0540	Structure pretraining and prompt tuning for knowledge graph transfer	https://doi.org/10.1145/3543507.3583301	Structure pretraining and prompt tuning for knowledge graph transfer
R0542	P0541	Llaga: Large language and graph assistant	https://openreview.net/forum?id=B48Pzc4oKi	Llaga: Large language and graph assistant
R0543	P0542	Graph neural prompting with large language models	https://doi.org/10.1609/aaai.v38i17.29875	Graph neural prompting with large language models
R0544	P0543	Rho: Reducing hallucination in open-domain dialogues with knowledge grounding	https://aclanthology.org/2023.findings-acl.275/	Rho: Reducing hallucination in open-domain dialogues with knowledge grounding
R0545	P0544	Language is All a Graph Needs	https://aclanthology.org/2024.findings-eacl.132/	Language is All a Graph Needs
R0546	P0545	Different paths to the same destination: Diversifying LLMs generation for multi-hop open-domain question answering	https://www.sciencedirect.com/science/article/abs/pii/S0950705124014230	Different paths to the same destination: Diversifying LLMs generation for multi-hop open-domain question answering
R0547	P0546	Chain-of-Knowledge: Grounding Large Language Models via Dynamic Knowledge Adapting over Heterogeneous Sources	https://openreview.net/forum?id=cPgh4gWZlz	Chain-of-Knowledge: Grounding Large Language Models via Dynamic Knowledge Adapting over Heterogeneous Sources
R0548	P0547	Plan-and-Solve Prompting: Improving Zero-Shot Chain-of-Thought Reasoning by Large Language Models	https://aclanthology.org/2023.acl-long.147/	Plan-and-Solve Prompting: Improving Zero-Shot Chain-of-Thought Reasoning by Large Language Models
R0549	P0548	When Do Program-of-Thought Works for Reasoning?	https://doi.org/10.1609/aaai.v38i16.29721	When Do Program-of-Thought Works for Reasoning?
R0550	P0549	An Explanation of In-context Learning as Implicit Bayesian Inference	https://openreview.net/forum?id=RdJVFCHjUMI	An Explanation of In-context Learning as Implicit Bayesian Inference
R0551	P0550	KnowledGPT: Enhancing Large Language Models with Retrieval and Storage Access on Knowledge Bases	https://arxiv.org/abs/2308.11761	KnowledGPT: Enhancing Large Language Models with Retrieval and Storage Access on Knowledge Bases
R0552	P0551	Plan-on-Graph: Self-Correcting Adaptive Planning of Large Language Model on Knowledge Graphs	https://arxiv.org/abs/2410.23875	Plan-on-Graph: Self-Correcting Adaptive Planning of Large Language Model on Knowledge Graphs
R0553	P0552	Explore then Determine: A GNN-LLM Synergy Framework for Reasoning over Knowledge Graph	https://arxiv.org/abs/2406.01145	Dual Reasoning: A GNN-LLM Collaborative Framework for Knowledge Graph Question Answering
R0554	P0553	CogMG: Collaborative Augmentation Between Large Language Model and Knowledge Graph	https://aclanthology.org/2024.acl-demos.35/	CogMG: Collaborative Augmentation Between Large Language Model and Knowledge Graph
R0555	P0554	Retrieval-Augmented Generation with Graphs (GraphRAG)	https://arxiv.org/abs/2501.00309	Retrieval-Augmented Generation with Graphs (GraphRAG)
R0556	P0555	Graph Retrieval-Augmented Generation: A Survey	https://arxiv.org/abs/2408.08921	Graph Retrieval-Augmented Generation: A Survey
R0557	P0556	RAG and RAU: A Survey on Retrieval-Augmented Language Model in Natural Language Processing	https://arxiv.org/abs/2404.19543	RAG and RAU: A Survey on Retrieval-Augmented Language Model in Natural Language Processing
R0558	P0557	Retrieval-Augmented Generation for AI-Generated Content: A Survey	https://arxiv.org/abs/2402.19473	Retrieval-Augmented Generation for AI-Generated Content: A Survey
R0559	P0558	A Survey on Retrieval-Augmented Text Generation	https://arxiv.org/abs/2202.01110	A Survey on Retrieval-Augmented Text Generation
R0560	P0559	Retrieval-Augmented Generation for Large Language Models: A Survey	https://arxiv.org/abs/2312.10997	Retrieval-Augmented Generation for Large Language Models: A Survey
R0561	P0560	Corrective Retrieval Augmented Generation	https://arxiv.org/abs/2401.15884	Corrective Retrieval Augmented Generation
R0562	P0561	Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection	https://arxiv.org/abs/2310.11511	Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection
R0563	P0562	Atlas: Few-shot Learning with Retrieval Augmented Language Models	https://arxiv.org/abs/2208.03299	Atlas: Few-shot Learning with Retrieval Augmented Language Models
R0564	P0563	Efficient Retrieval Augmented Generation from Unstructured Knowledge for Task-Oriented Dialog	https://arxiv.org/abs/2102.04643	Efficient Retrieval Augmented Generation from Unstructured Knowledge for Task-Oriented Dialog
R0565	P0564	FeB4RAG: Evaluating Federated Search in the Context of Retrieval Augmented Generation	https://arxiv.org/abs/2402.11891	FeB4RAG: Evaluating Federated Search in the Context of Retrieval Augmented Generation
R0566	P0565	FiD-Light: Efficient and Effective Retrieval-Augmented Text Generation	https://arxiv.org/abs/2209.14290	FiD-Light: Efficient and Effective Retrieval-Augmented Text Generation
R0567	P0566	Improving the Domain Adaptation of Retrieval Augmented Generation (RAG) Models for Open Domain Question Answering	https://doi.org/10.1162/tacl_a_00530	Improving the Domain Adaptation of Retrieval Augmented Generation (RAG) Models for Open Domain Question Answering
R0568	P0567	In-Context Retrieval-Augmented Language Models	https://doi.org/10.1162/tacl_a_00605	In-Context Retrieval-Augmented Language Models
R0569	P0568	Learning to Filter Context for Retrieval-Augmented Generation	https://arxiv.org/abs/2311.08377	Learning to Filter Context for Retrieval-Augmented Generation
R0570	P0569	When Not to Trust Language Models: Investigating Effectiveness of Parametric and Non-Parametric Memories	https://arxiv.org/abs/2212.10511	When Not to Trust Language Models: Investigating Effectiveness of Parametric and Non-Parametric Memories
R0571	P0570	Check Your Facts and Try Again: Improving Large Language Models	https://arxiv.org/abs/2302.12813	Check Your Facts and Try Again: Improving Large Language Models with External Knowledge and Automated Feedback
R0572	P0571	RA-DIT: Retrieval-Augmented Dual Instruction Tuning	https://arxiv.org/abs/2310.01352	RA-DIT: Retrieval-Augmented Dual Instruction Tuning
R0573	P0572	SAIL: Search-Augmented Instruction Learning	https://arxiv.org/abs/2305.15225	SAIL: Search-Augmented Instruction Learning
R0574	P0573	Making Retrieval-Augmented Language Models Robust to Irrelevant Context	https://arxiv.org/abs/2310.01558	Making Retrieval-Augmented Language Models Robust to Irrelevant Context
R0575	P0574	RECOMP: Improving Retrieval-Augmented LMs with Compression and Selective Augmentation	https://arxiv.org/abs/2310.04408	RECOMP: Improving Retrieval-Augmented LMs with Compression and Selective Augmentation
R0576	P0575	End-to-End Training of Multi-Document Reader and Retriever for Open-Domain Question Answering	https://proceedings.neurips.cc/paper_files/paper/2021/file/da3fde159d754a2555eaa198d2d105b2-Paper.pdf	End-to-End Training of Multi-Document Reader and Retriever for Open-Domain Question Answering
R0577	P0576	REPLUG: Retrieval-Augmented Black-Box Language Models	https://arxiv.org/abs/2301.12652	REPLUG: Retrieval-Augmented Black-Box Language Models
R0578	P0577	Neural Argument Generation Augmented with Externally Retrieved Evidence	https://arxiv.org/abs/1805.10254	Neural Argument Generation Augmented with Externally Retrieved Evidence
R0579	P0578	Active Retrieval Augmented Generation	https://arxiv.org/abs/2305.06983	Active Retrieval Augmented Generation
R0580	P0579	Rethinking with Retrieval: Faithful Large Language Model Inference	https://arxiv.org/abs/2301.00303	Rethinking with Retrieval: Faithful Large Language Model Inference
R0581	P0580	Demonstrate-Search-Predict: Composing retrieval and language models for knowledge-intensive NLP	https://arxiv.org/abs/2212.14024	Demonstrate-Search-Predict: Composing retrieval and language models for knowledge-intensive NLP
R0582	P0581	Improving Language Models via Plug-and-Play Retrieval Feedback	https://arxiv.org/abs/2305.14002	Improving Language Models via Plug-and-Play Retrieval Feedback
R0583	P0582	KAUCUS: Knowledge Augmented User Simulators for Training Language Model Assistants	https://aclanthology.org/2024.scichat-1.5/	KAUCUS - Knowledgeable User Simulators for Training Large Language Models
R0584	P0583	WikiChat: Stopping the Hallucination of Large Language Model Chatbots by Few-Shot Grounding on Wikipedia	https://arxiv.org/abs/2305.14292	WikiChat: Stopping the Hallucination of Large Language Model Chatbots by Few-Shot Grounding on Wikipedia
R0585	P0584	Neuro-Symbolic Language Modeling with Automaton-augmented Retrieval	https://proceedings.mlr.press/v162/alon22a.html	Neuro-Symbolic Language Modeling with Automaton-augmented Retrieval
R0586	P0585	You can't pick your neighbors, or can you? When and how to rely on retrieval in the kNN-LM	https://arxiv.org/abs/2210.15859	You can't pick your neighbors, or can you? When and how to rely on retrieval in the kNN-LM
R0587	P0586	Generation-Augmented Retrieval for Open-Domain Question Answering	https://arxiv.org/abs/2009.08553	Generation-Augmented Retrieval for Open-Domain Question Answering
R0588	P0587	MemPrompt: Memory-assisted Prompt Editing with User Feedback	https://arxiv.org/abs/2201.06009	Memory-assisted prompt editing to improve GPT-3 after deployment
R0589	P0588	How to Train Your DRAGON: Diverse Augmentation Towards Generalizable Dense Retrieval	https://arxiv.org/abs/2302.07452	How to Train Your DRAGON: Diverse Augmentation Towards Generalizable Dense Retrieval
R0590	P0589	WebGPT: Browser-assisted question-answering with human feedback	https://arxiv.org/abs/2112.09332	WebGPT: Browser-assisted question-answering with human feedback
R0591	P0590	Internet-augmented language models through few-shot prompting for open-domain question answering	https://arxiv.org/abs/2203.05115	Internet-augmented language models through few-shot prompting for open-domain question answering
R0592	P0591	Boosting search engines with interactive agents	https://arxiv.org/abs/2109.00527	Boosting search engines with interactive agents
R0593	P0592	Off the beaten path: Let's replace term-based retrieval with k-NN search	https://arxiv.org/abs/1610.10001	Off the beaten path: Let's replace term-based retrieval with k-NN search
R0594	P0593	BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding	https://arxiv.org/abs/1810.04805	BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding
R0595	P0594	RoBERTa: A Robustly Optimized BERT Pretraining Approach	https://arxiv.org/abs/1907.11692	RoBERTa: A Robustly Optimized BERT Pretraining Approach
R0596	P0595	DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter	https://arxiv.org/abs/1910.01108	DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter
R0597	P0596	Attention Is All You Need	https://proceedings.neurips.cc/paper/2017/file/3f5ee243547dee91fbd053c1c4a845aa-Paper.pdf	Attention Is All You Need
R0598	P0597	Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer	https://www.jmlr.org/papers/volume21/20-074/20-074.pdf	Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer
R0599	P0598	BART: Denoising Sequence-to-Sequence Pre-training for Natural Language Generation, Translation, and Comprehension	https://arxiv.org/abs/1910.13461	BART: Denoising Sequence-to-Sequence Pre-training for Natural Language Generation, Translation, and Comprehension
R0600	P0599	Scaling Instruction-Finetuned Language Models	https://www.jmlr.org/papers/volume25/23-0870/23-0870.pdf	Scaling Instruction-Finetuned Language Models
R0601	P0600	Training Language Models with Memory Augmentation	https://arxiv.org/abs/2205.12674	Training Language Models with Memory Augmentation
R0602	P0601	Improving Neural Language Models with a Continuous Cache	https://arxiv.org/abs/1612.04426	Improving Neural Language Models with a Continuous Cache
R0603	P0602	Lift Yourself Up: Retrieval-augmented Text Generation with Self-Memory	https://proceedings.neurips.cc/paper_files/paper/2023/file/887262aeb3eafb01ef0fd0e3a87a8831-Paper-Conference.pdf	Lift Yourself Up: Retrieval-augmented Text Generation with Self-Memory
R0604	P0603	FEVER: a large-scale dataset for Fact Extraction and VERification	https://arxiv.org/abs/1803.05355	FEVER: a large-scale dataset for Fact Extraction and VERification
R0605	P0604	Robust Retrieval Augmented Generation for Zero-shot Slot Filling	https://arxiv.org/abs/2108.13934	Robust Retrieval Augmented Generation for Zero-shot Slot Filling
R0606	P0605	Retrieval-Enhanced Generative Model for Large-Scale Knowledge Graph Completion	https://doi.org/10.1145/3539618.3592052	Retrieval-Enhanced Generative Model for Large-Scale Knowledge Graph Completion
R0607	P0606	Learning to retrieve in-context examples for large language models	https://arxiv.org/abs/2307.07164	Learning to retrieve in-context examples for large language models
R0608	P0607	Retrieval-augmented multilingual keyphrase generation with retriever-generator iterative training	https://arxiv.org/abs/2205.10471	Retrieval-augmented multilingual keyphrase generation with retriever-generator iterative training
R0609	P0608	Enhancing Retrieval-Augmented Large Language Models with Iterative Retrieval-Generation Synergy	https://arxiv.org/abs/2305.15294	Enhancing Retrieval-Augmented Large Language Models with Iterative Retrieval-Generation Synergy
R0610	P0609	DocPrompting: Generating Code by Retrieving the Docs	https://openreview.net/forum?id=ZTCxT2t2Ru	DocPrompting: Generating Code by Retrieving the Docs
R0611	P0610	Retrieval-Based Prompt Selection for Code-Related Few-Shot Learning	https://doi.org/10.1109/ICSE48619.2023.00205	Retrieval-Based Prompt Selection for Code-Related Few-Shot Learning
R0612	P0611	InferFix: End-to-End Program Repair with LLMs	https://doi.org/10.1145/3611643.3613892	InferFix: End-to-End Program Repair with LLMs
R0613	P0612	Uni-Parser: Unified Semantic Parser for Question Answering on Knowledge Base and Database	https://doi.org/10.18653/v1/2022.emnlp-main.605	Uni-Parser: Unified Semantic Parser for Question Answering on Knowledge Base and Database
R0614	P0613	RNG-KBQA: Generation Augmented Iterative Ranking for Knowledge Base Question Answering	https://doi.org/10.18653/v1/2022.acl-long.417	RNG-KBQA: Generation Augmented Iterative Ranking for Knowledge Base Question Answering
R0615	P0614	End-to-End Case-Based Reasoning for Commonsense Knowledge Base Completion	https://doi.org/10.18653/v1/2023.eacl-main.255	End-to-End Case-Based Reasoning for Commonsense Knowledge Base Completion
R0616	P0615	Combining Transfer Learning with In-Context Learning using Blackbox LLMs for Zero-Shot Knowledge Base Question Answering	https://arxiv.org/abs/2311.08894	Few-shot Transfer Learning for Knowledge Base Question Answering: Fusing Supervised Models with In-Context Learning
R0617	P0616	BashExplainer: Retrieval-Augmented Bash Code Comment Generation based on Fine-tuned CodeBERT	https://doi.org/10.1109/ICSME55016.2022.00016	BashExplainer: Retrieval-Augmented Bash Code Comment Generation based on Fine-tuned CodeBERT
R0618	P0617	EditSum: A Retrieve-and-Edit Framework for Source Code Summarization	https://doi.org/10.1109/ASE51524.2021.9678724	EditSum: A Retrieve-and-Edit Framework for Source Code Summarization
R0619	P0618	Retrieve and Refine: Exemplar-based Neural Comment Generation	https://arxiv.org/abs/2010.04459	Retrieve and Refine: Exemplar-based Neural Comment Generation
R0620	P0619	RACE: Retrieval-augmented Commit Message Generation	https://doi.org/10.18653/v1/2022.emnlp-main.372	RACE: Retrieval-augmented Commit Message Generation
R0621	P0620	A Retrieve-and-Edit Framework for Predicting Structured Outputs	https://proceedings.neurips.cc/paper/2018/hash/cd17d3ce3b64f227987cd92cd701cc58-Abstract.html	A Retrieve-and-Edit Framework for Predicting Structured Outputs
R0622	P0621	DecAF: Joint Decoding of Answers and Logical Forms for Question Answering over Knowledge Bases	https://openreview.net/forum?id=XHc5zRPxqV9	DecAF: Joint Decoding of Answers and Logical Forms for Question Answering over Knowledge Bases
R0623	P0622	Bridging the KB-Text Gap: Leveraging Structured Knowledge-aware Pre-training for KBQA	https://doi.org/10.1145/3583780.3615150	Bridging the KB-Text Gap: Leveraging Structured Knowledge-aware Pre-training for KBQA
R0624	P0623	Knowledge-driven CoT: Exploring Faithful Reasoning in LLMs for Knowledge-intensive Question Answering	https://arxiv.org/abs/2308.13259	Knowledge-driven CoT: Exploring Faithful Reasoning in LLMs for Knowledge-intensive Question Answering
R0625	P0624	Memorizing Transformers	https://openreview.net/forum?id=TrjbxzRcnf-	Memorizing Transformers
R0626	P0625	Mention Memory: Incorporating Textual Knowledge into Transformers through Entity Mention Attention	https://arxiv.org/abs/2110.06176	Mention Memory: Incorporating Textual Knowledge into Transformers through Entity Mention Attention
R0627	P0626	Unlimiformer: Long-Range Transformers with Unlimited Length Input	https://arxiv.org/abs/2305.01625	Unlimiformer: Long-Range Transformers with Unlimited Length Input
R0628	P0627	Entities as Experts: Sparse Memory Access with Entity Supervision	https://arxiv.org/abs/2004.07202	Entities as Experts: Sparse Memory Access with Entity Supervision
R0629	P0628	Syntax-Aware Retrieval Augmented Code Generation	https://aclanthology.org/2023.findings-emnlp.90/	Syntax-Aware Retrieval Augmented Code Generation
R0630	P0629	Retrieval-based Neural Source Code Summarization	https://doi.org/10.1145/3377811.3380383	Retrieval-based Neural Source Code Summarization
R0631	P0630	Nonparametric Masked Language Modeling	https://arxiv.org/abs/2212.01349	Nonparametric Masked Language Modeling
R0632	P0631	REST: Retrieval-Based Speculative Decoding	https://arxiv.org/abs/2311.08252	REST: Retrieval-Based Speculative Decoding
R0633	P0632	Copy Is All You Need	https://arxiv.org/abs/2307.06962	Copy Is All You Need
R0634	P0633	Retrieval Is Accurate Generation	https://arxiv.org/abs/2402.17532	Retrieval Is Accurate Generation
R0635	P0634	Query2doc: Query Expansion with Large Language Models	https://aclanthology.org/2023.emnlp-main.585/	Query2doc: Query Expansion with Large Language Models
R0636	P0635	Tree of Clarifications: Answering Ambiguous Questions with Retrieval-Augmented Large Language Models	https://openreview.net/forum?id=vDvFT7IX4O	Tree of Clarifications: Answering Ambiguous Questions with Retrieval-Augmented Large Language Models
R0637	P0636	Precise Zero-Shot Dense Retrieval without Relevance Labels	https://doi.org/10.18653/v1/2023.acl-long.99	Precise Zero-Shot Dense Retrieval without Relevance Labels
R0638	P0637	LESS: Selecting Influential Data for Targeted Instruction Tuning	https://arxiv.org/abs/2402.04333	LESS: Selecting Influential Data for Targeted Instruction Tuning
R0639	P0638	Query Expansion by Prompting Large Language Models	https://arxiv.org/abs/2305.03653	Query Expansion by Prompting Large Language Models
R0640	P0639	RAT: Retrieval Augmented Thoughts Elicit Context-Aware Reasoning in Long-Horizon Generation	https://arxiv.org/abs/2403.05313	RAT: Retrieval Augmented Thoughts Elicit Context-Aware Reasoning in Long-Horizon Generation
R0641	P0640	ReAct: Synergizing Reasoning and Acting in Language Models	https://arxiv.org/abs/2210.03629	ReAct: Synergizing Reasoning and Acting in Language Models
R0642	P0641	Chain-of-Thought Prompting Elicits Reasoning in Large Language Models	https://arxiv.org/abs/2201.11903	Chain-of-Thought Prompting Elicits Reasoning in Large Language Models
R0643	P0642	Large Language Models Know Your Contextual Search Intent: A Prompting Framework for Conversational Search	https://aclanthology.org/2023.findings-emnlp.86/	Large Language Models Know Your Contextual Search Intent: A Prompting Framework for Conversational Search
R0644	P0643	ActiveRAG: Revealing the Treasures of Knowledge via Active Learning	https://arxiv.org/abs/2402.13547	ThinkNote: Enhancing Knowledge Integration and Utilization of Large Language Models via Constructivist Cognition Modeling
R0645	EXCLUDED	Retrieval-Augmented Thought Process as Sequential Decision Making	https://arxiv.org/abs/2402.07812	Retrieval Augmented Thought Process for Private Data Handling in Healthcare
R0646	P0644	In Search of Needles in a 10M Haystack: Recurrent Memory Finds What LLMs Miss	https://arxiv.org/abs/2402.10790	In Search of Needles in a 11M Haystack: Recurrent Memory Finds What LLMs Miss
R0647	P0645	Lost in the Middle: How Language Models Use Long Contexts	https://arxiv.org/abs/2307.03172	Lost in the Middle: How Language Models Use Long Contexts
R0648	P0646	C-Pack: Packaged Resources To Advance General Chinese Embedding	https://arxiv.org/abs/2309.07597	C-Pack: Packed Resources For General Chinese Embeddings
R0649	P0647	BGE M3-Embedding: Multi-Lingual, Multi-Functionality, Multi-Granularity Text Embeddings Through Self-Knowledge Distillation	https://arxiv.org/abs/2402.03216	M3-Embedding: Multi-Linguality, Multi-Functionality, Multi-Granularity Text Embeddings Through Self-Knowledge Distillation
R0650	P0648	LM-Cocktail: Resilient Tuning of Language Models via Model Merging	https://arxiv.org/abs/2311.13534	LM-Cocktail: Resilient Tuning of Language Models via Model Merging
R0651	P0649	Retrieve Anything To Augment Large Language Models	https://arxiv.org/abs/2310.07554	A Multi-Task Embedder For Retrieval Augmented LLMs
R0652	P0650	When Language Model Meets Private Library	https://doi.org/10.18653/v1/2022.findings-emnlp.21	When Language Model Meets Private Library
R0653	P0651	Synchromesh: Reliable Code Generation from Pre-trained Language Models	https://openreview.net/forum?id=KmtVD97J43e	Synchromesh: Reliable Code Generation from Pre-trained Language Models
R0654	P0652	Reinforcement Learning for Optimizing RAG for Domain Chatbots	https://arxiv.org/abs/2401.06800	Reinforcement Learning for Optimizing RAG for Domain Chatbots
R0655	P0653	RAP-Gen: Retrieval-Augmented Patch Generation with CodeT5 for Automatic Program Repair	https://doi.org/10.1145/3611643.3616256	RAP-Gen: Retrieval-Augmented Patch Generation with CodeT5 for Automatic Program Repair
R0656	P0654	Retrieval Augmented Generation with Rich Answer Encoding	https://aclanthology.org/2023.ijcnlp-main.65/	Retrieval Augmented Generation with Rich Answer Encoding
R0657	P0655	UniMS-RAG: A Unified Multi-source Retrieval-Augmented Generation for Personalized Dialogue Systems	https://arxiv.org/abs/2401.13256	UniMS-RAG: A Unified Multi-source Retrieval-Augmented Generation for Personalized Dialogue Systems
R0658	P0656	Re2G: Retrieve, Rerank, Generate	https://doi.org/10.18653/v1/2022.naacl-main.194	Re2G: Retrieve, Rerank, Generate
R0659	P0657	AceCoder: Utilizing Existing Code to Enhance Code Generation	https://arxiv.org/abs/2303.17780	AceCoder: Utilizing Existing Code to Enhance Code Generation
R0660	P0658	XRICL: Cross-lingual Retrieval-Augmented In-Context Learning for Cross-lingual Text-to-SQL Semantic Parsing	https://doi.org/10.18653/v1/2022.findings-emnlp.384	XRICL: Cross-lingual Retrieval-Augmented In-Context Learning for Cross-lingual Text-to-SQL Semantic Parsing
R0661	P0659	A Fine-tuning Enhanced RAG System with Quantized Influence Measure as AI Judge	https://arxiv.org/abs/2402.17081	A Fine-tuning Enhanced RAG System with Quantized Influence Measure as AI Judge
R0662	P0660	UDAPDR: Unsupervised Domain Adaptation via LLM Prompting and Distillation of Rerankers	https://arxiv.org/abs/2303.00807	UDAPDR: Unsupervised Domain Adaptation via LLM Prompting and Distillation of Rerankers
R0663	P0661	GAR-meets-RAG Paradigm for Zero-Shot Information Retrieval	https://arxiv.org/abs/2310.20158	GAR-meets-RAG Paradigm for Zero-Shot Information Retrieval
R0664	P0662	Generate rather than Retrieve: Large Language Models are Strong Context Generators	https://arxiv.org/abs/2209.10063	Generate rather than Retrieve: Large Language Models are Strong Context Generators
R0665	P0663	Generator-Retriever-Generator: A Novel Approach to Open-Domain Question Answering	https://arxiv.org/abs/2307.11278	Generator-Retriever-Generator Approach for Open-Domain Question Answering
R0666	P0664	Take a Step Back: Evoking Reasoning via Abstraction in Large Language Models	https://arxiv.org/abs/2310.06117	Take a Step Back: Evoking Reasoning via Abstraction in Large Language Models
R0667	P0665	Active Prompting with Chain-of-Thought for Large Language Models	https://arxiv.org/abs/2302.12246	Active Prompting with Chain-of-Thought for Large Language Models
R0668	P0666	LLMLingua: Compressing Prompts for Accelerated Inference of Large Language Models	https://aclanthology.org/2023.emnlp-main.825/	LLMLingua: Compressing Prompts for Accelerated Inference of Large Language Models
R0669	P0667	Automatic Semantic Augmentation of Language Model Prompts for Code Summarization	https://arxiv.org/abs/2304.06815	Automatic Semantic Augmentation of Language Model Prompts (for Code Summarization)
R0670	P0668	CodeGen: An Open Large Language Model for Code with Multi-Turn Program Synthesis	https://arxiv.org/abs/2203.13474	CodeGen: An Open Large Language Model for Code with Multi-Turn Program Synthesis
R0671	P0669	LoRA: Low-Rank Adaptation of Large Language Models	https://arxiv.org/abs/2106.09685	LoRA: Low-Rank Adaptation of Large Language Models
R0672	P0670	Automated Code Editing with Search-Generate-Modify	https://arxiv.org/abs/2306.06490	Automated Code Editing with Search-Generate-Modify
R0673	P0671	Repair Is Nearly Generation: Multilingual Program Repair with LLMs	https://doi.org/10.1609/aaai.v37i4.25642	Repair Is Nearly Generation: Multilingual Program Repair with LLMs
R0674	P0672	Case-based Reasoning for Natural Language Queries over Knowledge Bases	https://doi.org/10.18653/v1/2021.emnlp-main.755	Case-based Reasoning for Natural Language Queries over Knowledge Bases
R0675	P0673	How Can We Know When Language Models Know? On the Calibration of Language Models for Question Answering	https://doi.org/10.1162/tacl_a_00407	How Can We Know When Language Models Know? On the Calibration of Language Models for Question Answering
R0676	P0674	Large Language Models Struggle to Learn Long-Tail Knowledge	https://proceedings.mlr.press/v202/kandpal23a.html	Large Language Models Struggle to Learn Long-Tail Knowledge
R0677	P0675	Investigating the Factual Knowledge Boundary of Large Language Models with Retrieval Augmentation	https://arxiv.org/abs/2307.11019	Investigating the Factual Knowledge Boundary of Large Language Models with Retrieval Augmentation
