dataset_id	parent_id	family	name	resource_type	official_url	data_entry_url	paper_url	modalities	labels	dataset_license	code_license	license_status	license_evidence_urls	access_status	access_evidence_url	checked_date	verification_scope	file_assets_downloaded	priority	proposed_cs221_use	notes	lineage_notes	next_collection_action	maintainer_namespace	license_gate	independent_dataset_claim
D065	D001	RCAEval	RCAEval RE1-OB — Online Boutique	subset	https://github.com/phamquiluan/RCAEval	https://huggingface.co/datasets/phamquiluan/RCAEval	https://arxiv.org/abs/2412.17015	metrics	root_cause_service; root_cause_indicator; fault_type; injection_time	MIT	MIT for authors’ code; other baselines have separate licenses	explicit_data_and_code	"[""https://github.com/phamquiluan/RCAEval#licensing"", ""https://zenodo.org/records/14590730""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/phamquiluan/RCAEval	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Benchmark RCA chính; ưu tiên RE2-OB rồi RE2-TT.	125 ca theo bảng tác giả; metrics. Không có qrels/runbook gold sẵn được xác nhận. Split phải nhóm theo incident và cấu hình fault, không theo dòng log.	Tập con/phiên bản của D001; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	phamquiluan	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D066	D001	RCAEval	RCAEval RE1-SS — Sock Shop	subset	https://github.com/phamquiluan/RCAEval	https://huggingface.co/datasets/phamquiluan/RCAEval	https://arxiv.org/abs/2412.17015	metrics	root_cause_service; root_cause_indicator; fault_type; injection_time	MIT	MIT for authors’ code; other baselines have separate licenses	explicit_data_and_code	"[""https://github.com/phamquiluan/RCAEval#licensing"", ""https://zenodo.org/records/14590730""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/phamquiluan/RCAEval	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Benchmark RCA chính; ưu tiên RE2-OB rồi RE2-TT.	125 ca theo bảng tác giả; metrics. Không có qrels/runbook gold sẵn được xác nhận. Split phải nhóm theo incident và cấu hình fault, không theo dòng log.	Tập con/phiên bản của D001; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	phamquiluan	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D067	D001	RCAEval	RCAEval RE1-TT — Train Ticket	subset	https://github.com/phamquiluan/RCAEval	https://huggingface.co/datasets/phamquiluan/RCAEval	https://arxiv.org/abs/2412.17015	metrics	root_cause_service; root_cause_indicator; fault_type; injection_time	MIT	MIT for authors’ code; other baselines have separate licenses	explicit_data_and_code	"[""https://github.com/phamquiluan/RCAEval#licensing"", ""https://zenodo.org/records/14590730""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/phamquiluan/RCAEval	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Benchmark RCA chính; ưu tiên RE2-OB rồi RE2-TT.	125 ca theo bảng tác giả; metrics. Không có qrels/runbook gold sẵn được xác nhận. Split phải nhóm theo incident và cấu hình fault, không theo dòng log.	Tập con/phiên bản của D001; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	phamquiluan	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D068	D001	RCAEval	RCAEval RE2-OB — Online Boutique	subset	https://github.com/phamquiluan/RCAEval	https://huggingface.co/datasets/phamquiluan/RCAEval	https://arxiv.org/abs/2412.17015	metrics; logs; traces	root_cause_service; root_cause_indicator; fault_type; injection_time	MIT	MIT for authors’ code; other baselines have separate licenses	explicit_data_and_code	"[""https://github.com/phamquiluan/RCAEval#licensing"", ""https://zenodo.org/records/14590730""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/phamquiluan/RCAEval	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P0	Benchmark RCA chính; ưu tiên RE2-OB rồi RE2-TT.	90 ca theo bảng tác giả; metrics; logs; traces. Không có qrels/runbook gold sẵn được xác nhận. Split phải nhóm theo incident và cấu hình fault, không theo dòng log.	Tập con/phiên bản của D001; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	phamquiluan	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D069	D001	RCAEval	RCAEval RE2-SS — Sock Shop	subset	https://github.com/phamquiluan/RCAEval	https://huggingface.co/datasets/phamquiluan/RCAEval	https://arxiv.org/abs/2412.17015	metrics; logs	root_cause_service; root_cause_indicator; fault_type; injection_time	MIT	MIT for authors’ code; other baselines have separate licenses	explicit_data_and_code	"[""https://github.com/phamquiluan/RCAEval#licensing"", ""https://zenodo.org/records/14590730""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/phamquiluan/RCAEval	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Benchmark RCA chính; ưu tiên RE2-OB rồi RE2-TT.	90 ca theo bảng tác giả; metrics; logs. Không có qrels/runbook gold sẵn được xác nhận. Split phải nhóm theo incident và cấu hình fault, không theo dòng log.	Tập con/phiên bản của D001; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	phamquiluan	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D070	D001	RCAEval	RCAEval RE2-TT — Train Ticket	subset	https://github.com/phamquiluan/RCAEval	https://huggingface.co/datasets/phamquiluan/RCAEval	https://arxiv.org/abs/2412.17015	metrics; logs; traces	root_cause_service; root_cause_indicator; fault_type; injection_time	MIT	MIT for authors’ code; other baselines have separate licenses	explicit_data_and_code	"[""https://github.com/phamquiluan/RCAEval#licensing"", ""https://zenodo.org/records/14590730""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/phamquiluan/RCAEval	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Benchmark RCA chính; ưu tiên RE2-OB rồi RE2-TT.	90 ca theo bảng tác giả; metrics; logs; traces. Không có qrels/runbook gold sẵn được xác nhận. Split phải nhóm theo incident và cấu hình fault, không theo dòng log.	Tập con/phiên bản của D001; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	phamquiluan	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D071	D001	RCAEval	RCAEval RE3-OB — Online Boutique	subset	https://github.com/phamquiluan/RCAEval	https://huggingface.co/datasets/phamquiluan/RCAEval	https://arxiv.org/abs/2412.17015	metrics; logs; traces	root_cause_service; root_cause_indicator; fault_type; injection_time	MIT	MIT for authors’ code; other baselines have separate licenses	explicit_data_and_code	"[""https://github.com/phamquiluan/RCAEval#licensing"", ""https://zenodo.org/records/14590730""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/phamquiluan/RCAEval	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Benchmark RCA chính; ưu tiên RE2-OB rồi RE2-TT.	30 ca theo bảng tác giả; metrics; logs; traces. Không có qrels/runbook gold sẵn được xác nhận. Split phải nhóm theo incident và cấu hình fault, không theo dòng log.	Tập con/phiên bản của D001; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	phamquiluan	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D072	D001	RCAEval	RCAEval RE3-SS — Sock Shop	subset	https://github.com/phamquiluan/RCAEval	https://huggingface.co/datasets/phamquiluan/RCAEval	https://arxiv.org/abs/2412.17015	metrics; logs	root_cause_service; root_cause_indicator; fault_type; injection_time	MIT	MIT for authors’ code; other baselines have separate licenses	explicit_data_and_code	"[""https://github.com/phamquiluan/RCAEval#licensing"", ""https://zenodo.org/records/14590730""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/phamquiluan/RCAEval	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Benchmark RCA chính; ưu tiên RE2-OB rồi RE2-TT.	30 ca theo bảng tác giả; metrics; logs. Không có qrels/runbook gold sẵn được xác nhận. Split phải nhóm theo incident và cấu hình fault, không theo dòng log.	Tập con/phiên bản của D001; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	phamquiluan	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D073	D001	RCAEval	RCAEval RE3-TT — Train Ticket	subset	https://github.com/phamquiluan/RCAEval	https://huggingface.co/datasets/phamquiluan/RCAEval	https://arxiv.org/abs/2412.17015	metrics; logs; traces	root_cause_service; root_cause_indicator; fault_type; injection_time	MIT	MIT for authors’ code; other baselines have separate licenses	explicit_data_and_code	"[""https://github.com/phamquiluan/RCAEval#licensing"", ""https://zenodo.org/records/14590730""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/phamquiluan/RCAEval	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Benchmark RCA chính; ưu tiên RE2-OB rồi RE2-TT.	30 ca theo bảng tác giả; metrics; logs; traces. Không có qrels/runbook gold sẵn được xác nhận. Split phải nhóm theo incident và cấu hình fault, không theo dòng log.	Tập con/phiên bản của D001; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	phamquiluan	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D074	D005	Loghub	Loghub / HDFS_v1	subset	https://github.com/logpai/loghub	https://zenodo.org/records/8196385	https://arxiv.org/abs/2008.06448	system_logs	anomaly/task labels indicated; verify label semantics	Custom research/academic-use terms	not a code-license grant for all logs	custom_research_terms	"[""https://github.com/logpai/loghub""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/logpai/loghub	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Log parsing, biểu diễn log và truy hồi sự cố tương tự.	Giấy phép kế thừa điều khoản Loghub; xem bảng nguồn và README tập con. Nhãn có/không chỉ theo công bố, chưa tải kiểm tra. Hadoop có ghi chú riêng về nhãn.	Tập con/phiên bản của D005; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	logpai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D075	D005	Loghub	Loghub / HDFS_v2	subset	https://github.com/logpai/loghub	https://zenodo.org/records/8196385	https://arxiv.org/abs/2008.06448	system_logs	no labels indicated in collection table	Custom research/academic-use terms	not a code-license grant for all logs	custom_research_terms	"[""https://github.com/logpai/loghub""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/logpai/loghub	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Log parsing, biểu diễn log và truy hồi sự cố tương tự.	Giấy phép kế thừa điều khoản Loghub; xem bảng nguồn và README tập con. Nhãn có/không chỉ theo công bố, chưa tải kiểm tra. Hadoop có ghi chú riêng về nhãn.	Tập con/phiên bản của D005; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	logpai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D076	D005	Loghub	Loghub / HDFS_v3_TraceBench	subset	https://github.com/logpai/loghub	https://zenodo.org/records/8196385	https://arxiv.org/abs/2008.06448	system_logs	anomaly/task labels indicated; verify label semantics	Custom research/academic-use terms	not a code-license grant for all logs	custom_research_terms	"[""https://github.com/logpai/loghub""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/logpai/loghub	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Log parsing, biểu diễn log và truy hồi sự cố tương tự.	Giấy phép kế thừa điều khoản Loghub; xem bảng nguồn và README tập con. Nhãn có/không chỉ theo công bố, chưa tải kiểm tra. Hadoop có ghi chú riêng về nhãn.	Tập con/phiên bản của D005; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	logpai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D077	D005	Loghub	Loghub / Hadoop	subset	https://github.com/logpai/loghub	https://zenodo.org/records/8196385	https://arxiv.org/abs/2008.06448	system_logs	anomaly/task labels indicated; verify label semantics	Custom research/academic-use terms	not a code-license grant for all logs	custom_research_terms	"[""https://github.com/logpai/loghub""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/logpai/loghub	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Log parsing, biểu diễn log và truy hồi sự cố tương tự.	Giấy phép kế thừa điều khoản Loghub; xem bảng nguồn và README tập con. Nhãn có/không chỉ theo công bố, chưa tải kiểm tra. Hadoop có ghi chú riêng về nhãn.	Tập con/phiên bản của D005; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	logpai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D078	D005	Loghub	Loghub / Spark	subset	https://github.com/logpai/loghub	https://zenodo.org/records/8196385	https://arxiv.org/abs/2008.06448	system_logs	no labels indicated in collection table	Custom research/academic-use terms	not a code-license grant for all logs	custom_research_terms	"[""https://github.com/logpai/loghub""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/logpai/loghub	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Log parsing, biểu diễn log và truy hồi sự cố tương tự.	Giấy phép kế thừa điều khoản Loghub; xem bảng nguồn và README tập con. Nhãn có/không chỉ theo công bố, chưa tải kiểm tra. Hadoop có ghi chú riêng về nhãn.	Tập con/phiên bản của D005; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	logpai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D079	D005	Loghub	Loghub / Zookeeper	subset	https://github.com/logpai/loghub	https://zenodo.org/records/8196385	https://arxiv.org/abs/2008.06448	system_logs	no labels indicated in collection table	Custom research/academic-use terms	not a code-license grant for all logs	custom_research_terms	"[""https://github.com/logpai/loghub""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/logpai/loghub	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Log parsing, biểu diễn log và truy hồi sự cố tương tự.	Giấy phép kế thừa điều khoản Loghub; xem bảng nguồn và README tập con. Nhãn có/không chỉ theo công bố, chưa tải kiểm tra. Hadoop có ghi chú riêng về nhãn.	Tập con/phiên bản của D005; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	logpai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D080	D005	Loghub	Loghub / OpenStack	subset	https://github.com/logpai/loghub	https://zenodo.org/records/8196385	https://arxiv.org/abs/2008.06448	system_logs	anomaly/task labels indicated; verify label semantics	Custom research/academic-use terms	not a code-license grant for all logs	custom_research_terms	"[""https://github.com/logpai/loghub""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/logpai/loghub	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Log parsing, biểu diễn log và truy hồi sự cố tương tự.	Giấy phép kế thừa điều khoản Loghub; xem bảng nguồn và README tập con. Nhãn có/không chỉ theo công bố, chưa tải kiểm tra. Hadoop có ghi chú riêng về nhãn.	Tập con/phiên bản của D005; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	logpai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D081	D005	Loghub	Loghub / BGL	subset	https://github.com/logpai/loghub	https://zenodo.org/records/8196385	https://arxiv.org/abs/2008.06448	system_logs	anomaly/task labels indicated; verify label semantics	Custom research/academic-use terms	not a code-license grant for all logs	custom_research_terms	"[""https://github.com/logpai/loghub""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/logpai/loghub	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Log parsing, biểu diễn log và truy hồi sự cố tương tự.	Giấy phép kế thừa điều khoản Loghub; xem bảng nguồn và README tập con. Nhãn có/không chỉ theo công bố, chưa tải kiểm tra. Hadoop có ghi chú riêng về nhãn.	Tập con/phiên bản của D005; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	logpai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D082	D005	Loghub	Loghub / HPC	subset	https://github.com/logpai/loghub	https://zenodo.org/records/8196385	https://arxiv.org/abs/2008.06448	system_logs	no labels indicated in collection table	Custom research/academic-use terms	not a code-license grant for all logs	custom_research_terms	"[""https://github.com/logpai/loghub""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/logpai/loghub	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Log parsing, biểu diễn log và truy hồi sự cố tương tự.	Giấy phép kế thừa điều khoản Loghub; xem bảng nguồn và README tập con. Nhãn có/không chỉ theo công bố, chưa tải kiểm tra. Hadoop có ghi chú riêng về nhãn.	Tập con/phiên bản của D005; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	logpai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D083	D005	Loghub	Loghub / Thunderbird	subset	https://github.com/logpai/loghub	https://zenodo.org/records/8196385	https://arxiv.org/abs/2008.06448	system_logs	anomaly/task labels indicated; verify label semantics	Custom research/academic-use terms	not a code-license grant for all logs	custom_research_terms	"[""https://github.com/logpai/loghub""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/logpai/loghub	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Log parsing, biểu diễn log và truy hồi sự cố tương tự.	Giấy phép kế thừa điều khoản Loghub; xem bảng nguồn và README tập con. Nhãn có/không chỉ theo công bố, chưa tải kiểm tra. Hadoop có ghi chú riêng về nhãn.	Tập con/phiên bản của D005; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	logpai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D084	D005	Loghub	Loghub / Windows	subset	https://github.com/logpai/loghub	https://zenodo.org/records/8196385	https://arxiv.org/abs/2008.06448	system_logs	no labels indicated in collection table	Custom research/academic-use terms	not a code-license grant for all logs	custom_research_terms	"[""https://github.com/logpai/loghub""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/logpai/loghub	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Log parsing, biểu diễn log và truy hồi sự cố tương tự.	Giấy phép kế thừa điều khoản Loghub; xem bảng nguồn và README tập con. Nhãn có/không chỉ theo công bố, chưa tải kiểm tra. Hadoop có ghi chú riêng về nhãn.	Tập con/phiên bản của D005; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	logpai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D085	D005	Loghub	Loghub / Linux	subset	https://github.com/logpai/loghub	https://zenodo.org/records/8196385	https://arxiv.org/abs/2008.06448	system_logs	no labels indicated in collection table	Custom research/academic-use terms	not a code-license grant for all logs	custom_research_terms	"[""https://github.com/logpai/loghub""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/logpai/loghub	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Log parsing, biểu diễn log và truy hồi sự cố tương tự.	Giấy phép kế thừa điều khoản Loghub; xem bảng nguồn và README tập con. Nhãn có/không chỉ theo công bố, chưa tải kiểm tra. Hadoop có ghi chú riêng về nhãn.	Tập con/phiên bản của D005; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	logpai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D086	D005	Loghub	Loghub / Mac	subset	https://github.com/logpai/loghub	https://zenodo.org/records/8196385	https://arxiv.org/abs/2008.06448	system_logs	no labels indicated in collection table	Custom research/academic-use terms	not a code-license grant for all logs	custom_research_terms	"[""https://github.com/logpai/loghub""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/logpai/loghub	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Log parsing, biểu diễn log và truy hồi sự cố tương tự.	Giấy phép kế thừa điều khoản Loghub; xem bảng nguồn và README tập con. Nhãn có/không chỉ theo công bố, chưa tải kiểm tra. Hadoop có ghi chú riêng về nhãn.	Tập con/phiên bản của D005; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	logpai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D087	D005	Loghub	Loghub / Android_v1	subset	https://github.com/logpai/loghub	https://zenodo.org/records/8196385	https://arxiv.org/abs/2008.06448	system_logs	no labels indicated in collection table	Custom research/academic-use terms	not a code-license grant for all logs	custom_research_terms	"[""https://github.com/logpai/loghub""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/logpai/loghub	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Log parsing, biểu diễn log và truy hồi sự cố tương tự.	Giấy phép kế thừa điều khoản Loghub; xem bảng nguồn và README tập con. Nhãn có/không chỉ theo công bố, chưa tải kiểm tra. Hadoop có ghi chú riêng về nhãn.	Tập con/phiên bản của D005; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	logpai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D088	D005	Loghub	Loghub / Android_v2	subset	https://github.com/logpai/loghub	https://zenodo.org/records/8196385	https://arxiv.org/abs/2008.06448	system_logs	no labels indicated in collection table	Custom research/academic-use terms	not a code-license grant for all logs	custom_research_terms	"[""https://github.com/logpai/loghub""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/logpai/loghub	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Log parsing, biểu diễn log và truy hồi sự cố tương tự.	Giấy phép kế thừa điều khoản Loghub; xem bảng nguồn và README tập con. Nhãn có/không chỉ theo công bố, chưa tải kiểm tra. Hadoop có ghi chú riêng về nhãn.	Tập con/phiên bản của D005; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	logpai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D089	D005	Loghub	Loghub / HealthApp	subset	https://github.com/logpai/loghub	https://zenodo.org/records/8196385	https://arxiv.org/abs/2008.06448	system_logs	no labels indicated in collection table	Custom research/academic-use terms	not a code-license grant for all logs	custom_research_terms	"[""https://github.com/logpai/loghub""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/logpai/loghub	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Log parsing, biểu diễn log và truy hồi sự cố tương tự.	Giấy phép kế thừa điều khoản Loghub; xem bảng nguồn và README tập con. Nhãn có/không chỉ theo công bố, chưa tải kiểm tra. Hadoop có ghi chú riêng về nhãn.	Tập con/phiên bản của D005; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	logpai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D090	D005	Loghub	Loghub / Apache	subset	https://github.com/logpai/loghub	https://zenodo.org/records/8196385	https://arxiv.org/abs/2008.06448	system_logs	no labels indicated in collection table	Custom research/academic-use terms	not a code-license grant for all logs	custom_research_terms	"[""https://github.com/logpai/loghub""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/logpai/loghub	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Log parsing, biểu diễn log và truy hồi sự cố tương tự.	Giấy phép kế thừa điều khoản Loghub; xem bảng nguồn và README tập con. Nhãn có/không chỉ theo công bố, chưa tải kiểm tra. Hadoop có ghi chú riêng về nhãn.	Tập con/phiên bản của D005; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	logpai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D091	D005	Loghub	Loghub / OpenSSH	subset	https://github.com/logpai/loghub	https://zenodo.org/records/8196385	https://arxiv.org/abs/2008.06448	system_logs	no labels indicated in collection table	Custom research/academic-use terms	not a code-license grant for all logs	custom_research_terms	"[""https://github.com/logpai/loghub""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/logpai/loghub	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Log parsing, biểu diễn log và truy hồi sự cố tương tự.	Giấy phép kế thừa điều khoản Loghub; xem bảng nguồn và README tập con. Nhãn có/không chỉ theo công bố, chưa tải kiểm tra. Hadoop có ghi chú riêng về nhãn.	Tập con/phiên bản của D005; không cộng với nguồn cha như dữ liệu độc lập.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	logpai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
